ticket,rendimiento
l.us,-2.5267045872480206e-05
lb.us,0.001174567973329518
leg.us,0.0006804232263311889
len.us,9.917497314161942e-05
lh.us,0.0006198048155179775
lkq.us,0.00039240498574137617
lll.us,0.0005915890061159996
lly.us,0.0002851660847017429
lmt.us,0.0006078199974948454
lnc.us,0.0004884393486710586
lnt.us,0.0005862150797530953
low.us,0.0009973252792747065
lrcx.us,0.0006267405235867396
luk.us,-0.0003887512432350216
luv.us,-1.3713167685527365e-05
m.us,0.0006010159795105783
ma.us,0.0004076988767860058
maa.us,0.00029882944444432896
mac.us,0.0005664334737051367
mar.us,0.0009100077210212729
mas.us,0.0003347409962847893
mat.us,9.469035942492362e-05
mcd.us,0.00019619434316637646
mchp.us,0.0001858389570072829
mck.us,0.0006079551169589346
mco.us,0.0012625521796713769
mdlz.us,0.0006088035732302292
mdt.us,0.0003283935544006458
met.us,6.537362748440474e-05
mgm.us,-0.0008031643400862045
mhk.us,0.0004213502105759882
mkc.us,0.0006944366064136055
mlm.us,-0.00014078019646663917
mmc.us,0.0009967603802648042
mmm.us,0.0004672433472531527
mo.us,0.0005336514361642224
mon.us,0.00021110155690541674
mos.us,-0.0008344424637343218
mrk.us,0.00022145593590396174
mro.us,-4.49994025960589e-05
ms.us,-0.0005721227197479714
msft.us,0.0003391083210477245
msi.us,0.001357954047877068
mtb.us,0.00036521844910492333
mtd.us,0.0011458761908241545
mu.us,-0.0008609374762738419
myl.us,0.000482553498886844
nbl.us,0.00021579539248482398
ndaq.us,0.0007751742627954117
nee.us,0.0006517871794822168
nem.us,-0.0009210402494452603
nflx.us,0.0014422100988314107
nfx.us,-0.00026611755681776026
ni.us,0.0007346333196251255
nke.us,0.0008113201595592678
noc.us,0.0006834392459437868
nov.us,0.00021104866700556585
nrg.us,-7.454385504429281e-05
nsc.us,0.0006609464300971011
ntap.us,0.0006336974598697067
ntrs.us,0.0003481337523659982
nue.us,-9.968931898175488e-05
nvda.us,-0.00020958053281416755
nwl.us,0.0005732817345747478
o.us,0.00014461124087877168
oke.us,0.0008267400438970884
omc.us,0.0004249228767561716
orcl.us,0.0005854264353634554
orly.us,0.0013684363552231582
oxy.us,-0.00023979898430268571
payx.us,0.0001813100592698174
pbct.us,-0.0005184468678118674
pcar.us,0.00038907347401471743
pcg.us,0.036376194337524086
pcln.us,0.00019218437785729022
pdco.us,0.0008322794028394248
peg.us,4.708259204851743e-05
pep.us,0.0005488591980154073
pfe.us,0.00037779633517050784
pfg.us,0.0010098156953893753
pg.us,0.0006209395871343996
pgr.us,0.000443015085490189
ph.us,0.0005938812454487226
phm.us,-0.00040270865657155634
pkg.us,0.0003462188357521447
pki.us,0.0003803767968051701
pld.us,0.0003299176528630513
pm.us,0.0005994658583814471
pnc.us,0.000319742546893548
pnr.us,0.0003815864554272612
pnw.us,0.00034759328079083323
ppg.us,0.0008395860702188518
ppl.us,-0.0003240264329842432
prgo.us,0.0009846424903936076
pru.us,0.000582245321306042
psa.us,0.0006712359005801218
pvh.us,0.0004082001833128824
pwr.us,6.367969904906475e-05
px.us,0.0005367062687743547
pxd.us,0.007575664821505966
qcom.us,0.00025289859602881657
rcl.us,0.0006466869561163665
re.us,0.0002962025466627372
reg.us,0.0003735050507972143
regn.us,0.0013887875108955347
rf.us,0.00016939332848846565
rhi.us,0.0003480296410947577
rht.us,0.00042292858228498215
rjf.us,0.0007272867923263802
rl.us,0.0008301160298475468
rmd.us,0.0007955448911827077
rok.us,0.0006629354580660401
rop.us,0.0008429556835099857
rost.us,0.0007466143007937454
rrc.us,-0.00015354793238299918
rsg.us,0.00021044116175672473
rtn.us,0.0003764259676141679
sbac.us,0.0007954150163081068
sbux.us,0.0007088613753090169
scg.us,0.00023234327963312247
schw.us,0.0005403416167367003
see.us,7.11165400346951e-05
shw.us,0.0014507909593018547
sig.us,0.00174693405673949
sjm.us,0.00048193051344853525
slb.us,-7.170401601117694e-05
slg.us,-0.00011026833866522153
sna.us,0.0006176675773886959
sni.us,0.0004666984123536785
snps.us,0.0012260140806014488
so.us,0.00036465671061019264
spg.us,0.0005441531900521594
spgi.us,0.0009039576962889615
srcl.us,0.0006874774384182229
sre.us,0.0006631648303529623
sti.us,0.00030959679013519044
stt.us,0.0005529091733591213
stx.us,0.0004413335246216708
stz.us,0.0010980832188044617
swk.us,0.00046669057945699727
swks.us,-0.000514325339986852
syk.us,0.0003730759380770517
symc.us,0.0005319941344595017
syy.us,0.00017401008230234335
t.us,-0.00015711643761354504
tap.us,0.00027467082008681885
tdg.us,0.0010828747070561993
tel.us,0.0011765680325699901
tgt.us,0.00025393202962905665
tif.us,0.0008278278264041324
tjx.us,0.0010587874640666877
tmk.us,0.0008766711289844442
tmo.us,0.0006379271213921261
tpr.us,0.0005147419961120104
trow.us,0.00023242757546816387
trv.us,0.00042216246406070286
tsco.us,0.0008285995506979614
tsn.us,0.00048099358176867743
tss.us,0.00067175064611224
twx.us,0.0010800451627159505
txn.us,0.001089685522432429
uaa.us,0.0011331372775298697
ual.us,0.0005347513688443539
udr.us,0.000761209607261066
uhs.us,0.000460258236902275
ulta.us,0.0007941945821649997
unh.us,0.0009495177005142588
unm.us,0.0005467554737133265
unp.us,0.0007885627852034555
ups.us,0.00019584572253237577
uri.us,0.0008733698166457964
usb.us,0.0005736636807644974
utx.us,0.00011632601236696207
v.us,0.0005131519221132046
var.us,0.0007382777875812262
vfc.us,0.0007117802104387415
vlo.us,0.00038328384531089186
vmc.us,0.00034999329467488285
vno.us,0.0003776894479618038
vrsk.us,0.0011558287404001518
vrsn.us,0.0012340743524192892
vtr.us,0.0003824555313430713
vz.us,2.880221505827643e-05
wat.us,0.0006647932213638762
wba.us,0.0008232713834750991
wdc.us,0.0006544156981968747
wec.us,0.0005371597448800953
wfc.us,0.0003571679314414457
whr.us,0.000555672656048479
wltw.us,0.0011171642275439287
wm.us,0.00033502792855398056
wmb.us,0.0006408721832435702
wmt.us,0.0006288763668317306
wu.us,0.00012441895604683656
wy.us,0.0001930987364965491
wyn.us,0.0007786314141997421
wynn.us,6.70253767140338e-05
xec.us,0.00045256927843961934
xel.us,0.0003793008796805799
xl.us,0.0003542675683352781
xlnx.us,0.0007571399078952555
xom.us,0.0005358251512045105
xray.us,0.0006285791715254488
xrx.us,0.00023342521203466074
yum.us,0.0004893151660393495
zbh.us,0.0006416844491427161
zion.us,0.0005097621213629029
