,abr.us,acc.us,adc.us,agnc.us,aht.us,aiv.us,akr.us,alex.us,anh.us,are.us,ari.us,avb.us,bdn.us,bfs.us,bxmt.us,bxp.us,cbl.us,cci.us,cdr.us,cim.us,cli.us,cmo.us,cpt.us,csgp.us,cto.us,cuz.us,cxw.us,dei.us,dlr.us,dre.us,drh.us,dx.us,egp.us,els.us,epr.us,eqc.us,eqix.us,eqr.us,ess.us,exr.us,for.us,fr.us,frt.us,fsp.us,geo.us,good.us,gty.us,hcp.us,hf.us,hiw.us,hpt.us,hr.us,hst.us,ht.us,iret.us,irs.us,ivr.us,jll.us,joe.us,kim.us,krc.us,krg.us,lamr.us,lpt.us,lsi.us,ltc.us,lxp.us,maa.us,mac.us,mfa.us,mnr.us,mpw.us,nhi.us,nly.us,nnn.us,ntp.us,nymt.us,o.us,ofc.us,ohi.us,olp.us,pch.us,peb.us,pei.us,pico.us,pld.us,pmt.us,psa.us,psb.us,reg.us,rhp.us,roic.us,rpt.us,rwt.us,sbra.us,sho.us,skt.us,slg.us,snh.us,spg.us,star.us,stwd.us,sui.us,tco.us,tpl.us,trc.us,two.us,uba.us,udr.us,uht.us,umh.us,vno.us,vtr.us,wpc.us,wre.us,wri.us,xin.us
els.us,6.601926704099384e-05,9.942901832119164e-05,7.966998408981096e-05,4.8247317472344794e-05,0.00011917336452823638,4.114670365134205e-05,0.00010067847784102249,8.133204852864433e-05,5.35523509566346e-05,9.876564424893749e-05,5.9823305695959445e-05,-1.0897552145908241e-05,0.000121406645569709,9.425793782761692e-05,0.000109264130418216,0.0025244980289880975,0.00014590483970989776,5.322522066079792e-05,0.00012083042694751367,6.900638962712554e-05,0.00010900145269680476,5.758665826337114e-05,0.00011906770824885856,5.261963455289219e-05,6.108862390595618e-05,0.0001105866035611341,6.0969209900737184e-05,0.0001186442109292524,9.216797561672317e-05,0.00012900519443962644,0.0001278876448478372,6.289253120266593e-05,0.00010687654190008462,0.0001487500669009793,0.00010829337692446751,0.00010507333189127053,6.386054389361018e-05,4.305820924015685e-05,0.00010466161543044183,0.00011062932761348792,9.660241892916882e-05,0.00014713998615518438,8.978523317873554e-05,0.00010542334020823624,5.983851610985196e-05,6.992300985611378e-05,8.276778388113127e-05,0.00010206083176338878,8.429798402137871e-05,0.00010533281014813529,0.00011291757529547835,0.00010850668544727624,0.00012276459950041356,0.00012355105945470804,8.030180898436972e-05,4.108595785580096e-05,6.0676076024418836e-05,0.00010478570935468229,8.474528996333802e-05,0.00011573980116192784,0.00011477656761562657,0.000137350784229195,3.9118810794874945e-05,0.00010606090227179634,0.00010639914820118288,9.451365959379693e-05,0.00012735844307262497,0.00010163334052007047,0.00011779178541861715,5.7893918655711536e-05,7.734198915640414e-05,0.00011777225933848096,9.924870708420863e-05,4.872862020015147e-05,8.61304944651828e-05,3.99073074953393e-05,3.2293180541901745e-05,9.389914045161796e-05,0.00011111344278957801,0.00011396302331281243,9.225284950689205e-05,9.874176319483088e-05,8.199484308321045e-05,0.00014453848273914398,7.389301675967947e-05,4.552656825228166e-05,5.4702958239327106e-05,9.905275831938858e-05,9.115790490553772e-05,0.00010965137704821674,0.00011391737487013422,5.048318285378458e-05,0.00010818531342006782,8.228127703479587e-05,2.160801261740689e-05,0.0001296191555426515,0.00010520485085210297,0.00012391583709865067,0.00010262454292277427,3.6546329660052856e-05,0.0001244140051441144,6.943034812970516e-05,0.00010908282442548756,0.00011589040264886789,1.927454330925791e-05,6.777645939119802e-05,5.2059642800158503e-05,9.577421284022265e-05,0.0001208610600617011,9.173737084513506e-05,7.345401743935772e-05,0.00011073144420848703,0.00010031567259410809,4.806721301744633e-05,0.00010077654672193903,0.00011863185494045674,5.900624904845682e-05
epr.us,8.606427635682322e-05,0.00010658410871815882,0.0001085281727343808,5.8083039140469355e-05,0.0001445099689777211,4.358889944922109e-05,0.00011745052415276601,9.824851255335712e-05,6.38063934894354e-05,0.00010821453636347911,6.62850031516661e-05,0.00016078537056587772,0.00014052611374142492,0.00010757559689147635,0.00013079793818642892,0.0009375782910181328,0.00016746741244868366,5.7394601592393665e-05,0.00014786023318566892,9.186510900682906e-05,0.00011985421494931014,6.711409054013399e-05,0.00012453749643457016,7.492146003586451e-05,7.594499561710177e-05,0.0001309122567545964,7.699747007533088e-05,0.0001278179105949726,0.00010855230471813638,0.00014706798340346458,0.00015652803916987922,7.234260348282996e-05,0.0001175658871059952,0.00010829337692446751,0.00018917551423752553,0.00011604791146580624,8.269060286465743e-05,4.382878717926666e-05,0.00011346700620219536,0.00012596378490203756,0.00011159408236021307,0.0001707672925345984,9.970036435495945e-05,0.0001284355998925912,7.587812435333161e-05,8.649393754747507e-05,0.00010474688503046688,0.00011969670687861948,0.00011546074677068386,0.0001235885834827237,0.00013193287727733945,0.00012415831701726088,0.0001454531947299581,0.0001411171157658559,9.468978806111749e-05,4.468183416790413e-05,7.160963087047916e-05,0.00012296544888219462,0.00010163146670650495,0.00013267311594356403,0.00012948951161260804,0.00016043230948349136,3.9102368245343194e-05,0.00011937633165267675,0.00011736255321102533,0.00010706112447388278,0.00015718601031593568,0.00010780109816791039,0.00013523385937414954,7.00895247174877e-05,9.164942897421454e-05,0.00013503242679079727,0.00011438974341186105,5.695965912294915e-05,0.0001034128041249879,5.558355119608204e-05,3.7941838784413455e-05,0.00011035591766850375,0.00012297477456852968,0.00013139233375103338,0.00010991540440715649,0.00012138788648093175,0.0001010685044280939,0.00016678067205638377,9.839778143861439e-05,4.645889550737262e-05,6.3746130252622e-05,0.00010671700487076648,0.00010196344153210466,0.00012570140922841955,0.00013541154591979453,6.017887804950045e-05,0.00012721636522483755,9.487527912688128e-05,2.5302805960656035e-05,0.00015993706561177567,0.00011700672474642171,0.00014143581117721435,0.00011674026188302707,4.326399445273914e-05,0.00015231792680280625,8.052112971136201e-05,0.00012102999752406613,0.0001291858480671894,2.194807940054231e-05,8.6965635390548e-05,7.168695285893975e-05,0.00011315596053291122,0.0001250656695594275,0.000103049131180521,8.368922516093024e-05,0.00012103294242816722,0.00011454112101470904,5.5636117599548366e-05,0.00011704518732564832,0.00013516811546823484,6.879638123673929e-05
eqc.us,9.506720357328617e-05,9.55941697881032e-05,9.501997949081977e-05,5.522672120994168e-05,0.0001610908482252923,4.899573038336407e-05,0.00011278007981497647,0.00010392358532174162,6.270721621997282e-05,0.00013231226419685554,6.328992878229895e-05,0.00012140587916816976,0.0001530993397762201,0.0001044127914951145,0.00014709145951696256,0.002003399299647955,0.00017265344848767892,5.537690399854029e-05,0.00014491049298594972,9.446740976228313e-05,0.00013533198576918412,6.741017977429359e-05,0.00012137409402245206,6.41872080452676e-05,5.7114294309379434e-05,0.00013387315516955593,7.098007080759575e-05,0.00013956493097538986,0.00010365788581060571,0.00015838872848449829,0.00016823636505507346,6.88187939034799e-05,0.0001226073174098065,0.00010507333189127053,0.00011604791146580624,0.00032553585164434153,7.108832429860352e-05,4.212709526716957e-05,0.00010667225132525467,0.00013075105971544225,0.00011944333960906822,0.0001793411827082319,9.943053052494117e-05,0.00012902089779048405,6.866171242935634e-05,7.944113988195045e-05,0.00010156592099456008,0.00011570158271817148,0.00011153641480381278,0.0001275644499978456,0.0001339629923940815,0.0001180341857797402,0.0001593553626587433,0.00015158509980343283,9.041000193943204e-05,5.903297401192402e-05,7.084072499142351e-05,0.00013705757745138516,0.00010524446653254613,0.00013781756778264153,0.00012844279400224269,0.00015722831053237527,4.16555071729308e-05,0.00012169215370265421,0.00011074142788277919,0.0001020228111326431,0.00015891999968179184,0.00010642727495018704,0.00013350732794147201,6.63372651290484e-05,0.00010230007832145565,0.000131066445241035,0.00010911887784744339,5.8928510030451984e-05,8.263384863275655e-05,6.658046784554304e-05,3.5457605781621456e-05,9.904066360734728e-05,0.00013732440311421006,0.00012511289073371596,0.00011563060376405251,0.00011432082547746762,0.00010707632043920875,0.00017832345708449038,8.604569270947509e-05,5.254358129743919e-05,6.0934758032264064e-05,0.00011069230494507859,0.00010448284650954849,0.00012472916002792227,0.00013463387995323026,5.3680174701656856e-05,0.00012874234529594575,9.999109220542348e-05,1.3501116147318846e-05,0.00016953996147126636,0.00011580104471129558,0.0001427250490919412,0.00011208428615044797,4.314115203847952e-05,0.0001730740329281307,8.027070477579361e-05,0.0001336168410898225,0.00013322509742130385,3.933636976016582e-05,7.703242295471183e-05,3.564111472225663e-05,0.00011177596638829264,0.00012472879062073428,0.00010113056818048587,8.94096375216245e-05,0.0001239881200144996,0.00011768833972670521,6.946411801034727e-05,0.0001194669132585521,0.00013467839342392622,6.639133276998859e-05
eqix.us,6.758872185687773e-05,6.227229005751745e-05,7.508606416518244e-05,4.915947739698905e-05,0.00012842041245001896,2.960418488531767e-05,7.383778623815933e-05,9.293902392081379e-05,5.221731427406773e-05,-3.712105126616851e-05,5.603712290398473e-05,0.00015689025606439435,8.989169236294012e-05,6.841989816247949e-05,8.877526380971964e-05,-0.0010666193923922348,0.0001112585458920273,7.379723942305621e-05,0.00011671745241926854,5.651412472840125e-05,7.766991238292758e-05,5.4272769845607684e-05,7.599539289564007e-05,9.262734015413852e-05,6.541202443865968e-05,9.395577133498248e-05,7.124707784745186e-05,8.607339130410972e-05,9.138810383455813e-05,9.490363591863742e-05,0.00011123668683407162,5.87274282923976e-05,8.37300753203885e-05,6.386054389361018e-05,8.269060286465743e-05,7.108832429860352e-05,0.0002619876717334384,2.7345353659168072e-05,7.497194796816921e-05,8.778808367809454e-05,0.00011987342144642384,0.0001240022321680065,6.379828817397153e-05,7.972940602004035e-05,7.60060140467994e-05,6.668221878384474e-05,7.83162075318622e-05,7.01827973886669e-05,0.00011729118395033784,7.273542761544838e-05,9.62517761332384e-05,7.603398361378232e-05,0.00010998750908447664,0.00011262886062995523,6.916167132744425e-05,5.319892604750184e-05,6.959806312345441e-05,0.00010456456703667472,7.373855202590962e-05,7.738781203816692e-05,8.522854390247818e-05,0.00011378232361953532,3.5977316073577824e-05,8.013964821428811e-05,8.000703630920839e-05,7.200900374754014e-05,0.00010359896261035833,6.231956521687738e-05,8.902931467852243e-05,5.53916135496346e-05,6.442649655224493e-05,9.372429697572515e-05,7.325932766223935e-05,4.3213835273222436e-05,6.520240078838285e-05,6.343438416687288e-05,2.7107724140481387e-05,6.737995806376265e-05,7.890187433983156e-05,8.056139955507321e-05,9.48791759830024e-05,8.707855147633309e-05,9.013427911337623e-05,0.0001222892876659611,7.752636849662148e-05,3.202110019069068e-05,5.542210510677058e-05,7.140440610727224e-05,6.891071052731352e-05,8.177955263280304e-05,0.00011401736321022458,4.115566757633693e-05,8.308494265803833e-05,7.434495532751065e-05,2.0665811191541974e-05,0.00011939163094214148,7.188846450553294e-05,9.507922019138986e-05,7.166763368926942e-05,1.9478499141815752e-05,0.0001322011951369592,6.273849005339648e-05,9.909031963943883e-05,8.416488654903505e-05,3.077039949838759e-05,6.891276422947414e-05,4.98368362904444e-05,8.155708802857371e-05,7.763321994902554e-05,7.402530015310204e-05,6.653574624663984e-05,8.130010078105426e-05,6.860315094475865e-05,4.674697426382582e-05,7.632059287806775e-05,8.26591779680167e-05,6.182900265544812e-05
eqr.us,4.8861605510568394e-05,4.1051515217517064e-05,3.5885407761159425e-05,7.879782442378374e-06,4.125625222575458e-05,0.00016173249907625446,4.5899944700780645e-05,3.415943202438542e-05,1.0306047650378215e-05,8.421849152136644e-05,1.2523261828125179e-05,3.3852145594498873e-05,6.04600989995672e-05,3.2368601061853026e-05,2.8444204914962708e-05,-0.0011844790196983417,7.527760146767354e-05,2.4259847550879895e-05,4.002995948800294e-05,1.7705130445136993e-05,4.829791642575147e-05,1.3846511235260998e-05,5.4548392774518e-05,2.2301115403614943e-05,3.0211027916737494e-05,3.786682125844073e-05,3.1539292408362244e-05,5.577066098625093e-05,3.905565306663946e-05,5.2450615115527925e-05,5.382106537439313e-05,1.2374296577265525e-05,4.5774386981502865e-05,4.305820924015685e-05,4.382878717926666e-05,4.212709526716957e-05,2.7345353659168072e-05,0.00017986232087324462,5.242843004282702e-05,4.2890566342976684e-05,4.2254284283292794e-05,7.016824146713882e-05,4.1935211303598355e-05,4.699942097509435e-05,2.5678900946256957e-05,2.5518698393457695e-05,3.6899109333406356e-05,4.620914731093431e-05,2.3095876679738913e-05,4.2972969388561266e-05,4.525186488546369e-05,3.763218310018828e-05,6.639301617548157e-05,3.9146179357660384e-05,1.9804104495134654e-05,3.0985994645182754e-05,1.799831043832026e-05,5.267998730568113e-05,4.640876488963289e-05,5.030643945201434e-05,4.904596150420001e-05,5.450527072034979e-05,0.00010036273916648387,4.6710047695758155e-05,4.032336644242851e-05,3.7242711181374506e-05,5.62388659803178e-05,4.380901153684753e-05,6.30954474065172e-05,1.3875525582262065e-05,1.950462413840091e-05,3.8253565870782437e-05,3.0040675491272957e-05,1.1813029191895849e-05,3.887207666698407e-05,3.3749690683436935e-05,1.0577976960203199e-05,4.0999822118872184e-05,4.264642237303059e-05,4.64628039746531e-05,2.3814481727123113e-05,3.8882125974487655e-05,2.4230553317714706e-05,7.455616934164902e-05,2.9771715172772332e-05,0.00014891681506304185,1.4543951624940647e-05,3.766460618263668e-05,3.672686386665257e-05,4.9280420177793345e-05,4.529225708699311e-05,1.3826993002712973e-05,4.4277652051273323e-05,2.646576057254481e-05,7.846214909777015e-05,5.945466699479169e-05,4.368248290388867e-05,5.980856107416643e-05,3.525804450442627e-05,0.00012857555558483622,7.141291184560351e-05,1.9933577524265495e-05,4.3786224476828887e-05,5.352252966842229e-05,1.7279226219913057e-05,1.7549619074324276e-05,1.2214101939932661e-05,2.798960153371985e-05,5.790871447718202e-05,1.471939231256551e-05,1.3819583283348971e-05,5.950648321317853e-05,4.07824438599064e-05,1.589701873370862e-05,4.788243020699828e-05,5.013281358973184e-05,2.5440177784986484e-05
ess.us,6.82865096026308e-05,0.00011213124590086993,9.048972092647071e-05,5.25051789166416e-05,0.00012646970289159672,4.874537802919283e-05,0.00011009060453302584,8.80125076888902e-05,5.613368298131973e-05,0.00017638142977458368,5.5691987934961336e-05,0.00013806106198050456,0.0001274931046633908,9.345745253491412e-05,9.052231419792762e-05,0.0008535976107815829,0.00015214257694647575,5.162665894781439e-05,0.0001241723817941808,7.352120684121044e-05,0.0001141655754575751,5.7389466757052336e-05,0.00013490862006712253,6.077633501520728e-05,7.017368655012547e-05,0.00011805025700316825,6.962916579381227e-05,0.00012718021883249847,0.00010174832494241355,0.00013355100795096165,0.00013792725124478342,5.9737024311357175e-05,0.00010928122722131572,0.00010466161543044183,0.00011346700620219536,0.00010667225132525467,7.497194796816921e-05,5.242843004282702e-05,0.0001712232185892491,0.00011932705361814967,0.00011309812613576204,0.00014927979966527962,0.00010062275314121748,0.00011436745216952436,7.063765084420112e-05,7.555288973612009e-05,9.635049705059526e-05,0.00010926769836865762,9.82217017657395e-05,0.0001144751302902904,0.00011771928585264471,0.00011332085768120525,0.0001303382791291823,0.00012453111815659263,8.846368219788206e-05,4.07620794922658e-05,7.033367489306109e-05,0.00010949332931886671,8.408424801229121e-05,0.0001217830698473079,0.00012688781185594774,0.00014204365032458158,3.66010736296849e-05,0.00011282889438600972,0.00011299672286123724,9.791186590723397e-05,0.00013635412790560968,0.00011417862301140599,0.00012972276439425807,6.052108494648797e-05,8.093974120793608e-05,0.00011745246865681667,0.00010484030215936496,4.980182861454025e-05,9.44964542461491e-05,5.0905945191408887e-05,3.0144479664141117e-05,0.00010120956031069174,0.00011743971681503732,0.00012309832874168606,0.00010161259110398746,0.00011009634982009405,8.902507087794993e-05,0.00014798026400325958,8.248401675759891e-05,4.225493641948344e-05,5.305619149002004e-05,0.00010376890616144142,9.719888043566659e-05,0.0001225718172354828,0.00011154019239738095,5.044536602431261e-05,0.00011263423670882793,8.260132999451757e-05,1.2162074046011952e-05,0.00014481341644441073,0.00011372467681263032,0.00012811795900452796,0.00011026659271695084,4.047739204869488e-05,0.00013024918373872257,6.444039274259115e-05,0.00011493548926337588,0.00012784419275094214,2.3431385164399937e-05,7.337956305910327e-05,5.6320127836634625e-05,9.885483878887936e-05,0.00013851173592448752,9.656941690085901e-05,7.02665334553973e-05,0.00011966840485386622,0.00010427383375652936,5.7815432644651314e-05,0.00011104414219280384,0.0001276545339524836,5.9174146962781584e-05
exr.us,8.391179469392788e-05,0.00011179729014954598,0.0001048728636036541,5.976983034420433e-05,0.00014613433521335322,4.2925176676306404e-05,0.00012044041711057215,9.946746750607598e-05,6.0635955206561666e-05,0.0003234676146173933,7.087161796646194e-05,0.00018611205059991363,0.0001393868284912804,0.00010980752295092539,0.00012435212656074427,0.002309850556527057,0.0001665080843850144,5.88253850462348e-05,0.00014244118154511554,8.250555390995546e-05,0.0001294918904717643,6.387964094814553e-05,0.0001307662926617944,7.55895606345675e-05,7.992469563721081e-05,0.0001368285262060603,7.323899521929114e-05,0.00013853672020648741,0.00011285113624586418,0.000155266901168252,0.00016317447304948623,7.092266606183516e-05,0.0001236985715400985,0.00011062932761348792,0.00012596378490203756,0.00013075105971544225,8.778808367809454e-05,4.2890566342976684e-05,0.00011932705361814967,0.00020178715713889357,0.00013301052717192268,0.00017803155160431725,0.00010415483007562993,0.0001304569469300603,7.940904577366341e-05,9.101678965738017e-05,0.00010677003469486937,0.00011858723739943409,0.00013176383269327056,0.00012383516179290387,0.0001326858695010575,0.00012126240781365512,0.00014863986710816213,0.00014490470892943453,0.00010053537820931464,5.230095716965624e-05,7.455075422409981e-05,0.00012356587197070494,9.685635717895999e-05,0.0001376504658761273,0.0001363452662626172,0.00017031933556746517,3.6568305800920596e-05,0.0001228386554051435,0.00013898377141374066,0.00011088868635405341,0.00015751237134447604,0.0001120888677422293,0.0001395567665676849,6.516882748723863e-05,9.46875874414789e-05,0.000129195037078213,0.00011646042860144617,5.474592683405046e-05,0.00010338786942007817,6.392646652261122e-05,4.004176685179421e-05,0.00010730412315550717,0.00013065041091629093,0.00013198722652323837,0.00011759168525977628,0.00012243809352851617,0.00010281753619908663,0.0001787891785731108,9.44127120929719e-05,4.312292898386304e-05,6.638274543375615e-05,0.00012202983620685939,0.00010852421074867317,0.00013132348774277274,0.00013289368196233765,6.236909821852495e-05,0.00013433681186066147,9.011706747604482e-05,1.7392259138446953e-05,0.000172174676071341,0.0001205811438832896,0.00014091583414952167,0.00011957490063027898,3.957352669223774e-05,0.0001770644141509302,8.439213229364039e-05,0.0001233153621904147,0.00013677022927620865,3.2669176921357876e-05,8.910404679281731e-05,4.913815875415107e-05,0.00011713391135219243,0.0001334620896800599,0.00011138169362640704,8.588430754046647e-05,0.00013188976983843697,0.0001146704492559016,5.273912443230466e-05,0.00012046695263634047,0.00013956034809895634,5.826013337799844e-05
for.us,0.00011030001003671279,0.00010266362203843334,0.00011966235736243818,5.7174819237050206e-05,0.0001798345366430934,3.94625083057225e-05,0.00012435749323783454,0.0001547227941106065,6.887915699145337e-05,0.00015891776292374725,7.932014140246219e-05,0.000114189393353754,0.00015185733791050503,0.00010823164079570151,0.00013167255577634145,0.000892110426936009,0.00015815405291940768,7.407116070101848e-05,0.00019363184274300303,9.860132895625095e-05,0.0001195984559040554,7.564708170140105e-05,0.00011540429640626446,0.00013721517492983106,0.00012548172346724107,0.0001568260818651295,9.14666406413048e-05,0.00012374511217087342,9.560836038203672e-05,0.00015658026800739527,0.00018045506959721256,7.971095861446371e-05,0.00012118985335668196,9.660241892916882e-05,0.00011159408236021307,0.00011944333960906822,0.00011987342144642384,4.2254284283292794e-05,0.00011309812613576204,0.00013301052717192268,0.00045804975891931463,0.0001850519606900048,9.590154563572698e-05,0.0001622706551282415,0.00010744217303818081,0.000124442507542278,0.00013451241764163527,9.20169734587847e-05,0.00017412744541520845,0.00011800025769617784,0.000143793288215029,0.00011688910693308717,0.0001654456348060223,0.00017670054826377556,0.00011103364679671817,6.628283256374538e-05,9.287559803315778e-05,0.00017839829422862456,0.00012974224060546713,0.00012849661908702673,0.00013776138578755495,0.00017959903059791376,3.522735970452836e-05,0.00012002829808162401,0.0001251117166351635,0.00010786958812928623,0.00017736394688426294,0.00010788075619511452,0.00013333941896447648,6.424566925826912e-05,0.00010585742751296829,0.00014024322868589923,0.0001242812957846401,4.8595946268602265e-05,9.693237762000178e-05,0.00011002129714300898,3.5372964668816446e-05,9.58800482696502e-05,0.0001341445167577925,0.00013008167927659427,0.00013123376590188678,0.0001382379760772557,0.00012915135383876573,0.00019184814444772065,0.00014471051934667275,3.9580374764588303e-05,8.241841878300268e-05,9.759078266203978e-05,0.0001189328299816792,0.0001212547813443596,0.00017332073649108004,6.300249911843804e-05,0.00013164173005726073,0.00011217595776301545,1.34308683634847e-05,0.000197777536595636,0.00010649813934815408,0.00013299977716822273,0.00010430697795212667,3.743795827853999e-05,0.00020269529944563829,9.966132246252029e-05,0.00013710418198590668,0.00012830289984195922,3.446919159925122e-05,0.0001475077948291149,4.497418517586184e-05,0.00011235225328150761,0.00011831314278999957,0.00011850528029349102,0.00010158372000154224,0.00012268952960451843,9.24293425124355e-05,5.818451125116785e-05,0.0001257041288110652,0.00013298080264787602,0.0001254764339730536
fr.us,0.0001424257075264667,0.0001395152908726422,0.00013878910199730907,7.740467438149483e-05,0.00023228509340887028,7.145950956729832e-05,0.0001561593835417822,0.0001479544945000078,8.3994104997278e-05,0.0002678854637428471,9.534913297813577e-05,0.00012886725427491196,0.00020022613893061906,0.00014540951826826274,0.00020904732160190257,0.0016911421399021331,0.00023893876515082305,8.318928655174455e-05,0.0002143919084077173,0.00011432110822436384,0.00017290528039538286,8.795513321002913e-05,0.00016725657802596088,0.00011482430036185537,0.0001136873491709962,0.00020066721950390506,0.0001058638420816228,0.0001834792550102333,0.00013246371039362073,0.00021843740916241037,0.00022869807223027306,0.00010443713271408579,0.00018089515438995387,0.00014713998615518438,0.0001707672925345984,0.0001793411827082319,0.0001240022321680065,7.016824146713882e-05,0.00014927979966527962,0.00017803155160431725,0.0001850519606900048,0.0004766329577883287,0.00013643019528952364,0.00016648673939157206,0.00010491305006267444,0.0001126493954597469,0.00013303204657047658,0.00015079983925637936,0.00015895654546108418,0.0001681746717403647,0.00018551749496921414,0.00016709033495719685,0.00022217933291331625,0.00021861886944036268,0.00013890713818811727,9.707917367384884e-05,0.00010373693497660385,0.00017824076702930403,0.0001517651822296062,0.00019348680781374565,0.00018216699140400166,0.00023642800702063948,7.681445007174493e-05,0.00016678936130669084,0.0001594122435004873,0.0001529074119868777,0.00021709445995164714,0.00014535902320827893,0.00019494810520128032,8.657065165563701e-05,0.00014069076632181708,0.00018220636957984215,0.00015290279671426922,6.9332293096407e-05,0.0001325844148867449,0.00010707997969838508,5.5099261176849776e-05,0.0001395388632343622,0.0001673438643166696,0.0001675229964075779,0.00017187288299999335,0.00016020335498430515,0.0001495143446621547,0.0002819452588976093,0.0001361244884560348,9.79764554497203e-05,9.980268178523592e-05,0.00014307588066012175,0.00015534873969023534,0.00017920532311643277,0.00020707359585632432,8.325161190181044e-05,0.00017990172562376498,0.0001328812212228189,5.2512121731255624e-05,0.0002621746084750792,0.00015499878353787892,0.00019829519138373652,0.00014794727678705367,6.260148066215512e-05,0.0002786337037813114,0.00012218616342298317,0.00016663197669574732,0.00017935622643400477,3.784483539553886e-05,0.00012799481311259378,9.302865791009037e-05,0.00015240269146484428,0.00017268817297880595,0.00014984797837346885,0.00013446046312606136,0.00017537223933445934,0.00014647222537479394,9.178691962138729e-05,0.00016480488476624226,0.00019170817079608855,9.198002309416372e-05
frt.us,6.416798319321431e-05,9.351312439031112e-05,8.325796260005295e-05,4.726984155826515e-05,0.00010255963237500612,3.931106916239345e-05,9.972763487104827e-05,7.599235494127524e-05,5.004133645177441e-05,0.00017229604092184299,4.9905738488928765e-05,7.810838399719593e-05,0.00011461276603555199,8.81230241872082e-05,0.0001064709439062041,0.0013486102868864387,0.00013262406813790406,4.5361319070044286e-05,0.00010533285863899031,6.758019386435472e-05,0.00010139041842298658,5.111492852258754e-05,0.00011004597194790548,4.717819003934178e-05,5.2079233405308414e-05,0.00010482182453333765,5.977115102646212e-05,0.00011253139896539556,8.965197231236165e-05,0.00012152481712970575,0.00012335390750350513,5.3746247004621404e-05,9.892318752093471e-05,8.978523317873554e-05,9.970036435495945e-05,9.943053052494117e-05,6.379828817397153e-05,4.1935211303598355e-05,0.00010062275314121748,0.00010415483007562993,9.590154563572698e-05,0.00013643019528952364,0.00011707679469120965,0.00010196418350471666,5.762505105032877e-05,6.363453353934658e-05,8.082460810100103e-05,9.950691861323023e-05,7.821593634659388e-05,0.00010062289059700844,0.00010611157123448712,0.00010236926301653604,0.00011608822819041673,0.00010297078911221338,7.74853206378906e-05,3.259658236338064e-05,5.5306286702278565e-05,9.914455965733382e-05,7.226128608523087e-05,0.0001131167028337932,0.00010915832100405313,0.00012444236861584287,3.199872966586152e-05,0.00010137969167836409,9.872274488983943e-05,8.566129179051965e-05,0.00012196255831916475,9.345658233276177e-05,0.00011713924235662326,5.4101616411789385e-05,7.412421441875781e-05,0.00010709945708016262,9.171030191095068e-05,4.793308792950678e-05,8.438225781177295e-05,4.876200068234082e-05,2.9164620847544464e-05,9.333570174192282e-05,0.000103447168307738,0.00011037090655439986,8.676045102054539e-05,9.885966886063064e-05,7.61570330283217e-05,0.00012832245350612149,6.797987484591668e-05,3.515467289177534e-05,5.144965436803352e-05,9.38610070175024e-05,8.701939570182317e-05,0.00011039440379522772,0.00010239125521585143,4.740110825684416e-05,0.00010083301754435729,7.604888982292051e-05,1.0118340687654657e-05,0.00012601871237063802,0.00010158255253407502,0.00011714120532522146,9.543604841938375e-05,3.629496301008116e-05,0.00012629815217681548,6.268367366706611e-05,0.00010192057584915867,0.00011153973370460849,2.423361647859517e-05,6.305215105915126e-05,4.7455715851913275e-05,8.720261877544039e-05,0.00011069761055437817,8.31580640681169e-05,6.30915575099093e-05,0.00010769890013201164,9.462063352714406e-05,4.9498601167864275e-05,9.897344943164667e-05,0.00011427443344906318,4.542145596015955e-05
