,abr.us,acc.us,adc.us,agnc.us,aht.us,aiv.us,akr.us,alex.us,anh.us,are.us,ari.us,avb.us,bdn.us,bfs.us,bxmt.us,bxp.us,cbl.us,cci.us,cdr.us,cim.us,cli.us,cmo.us,cpt.us,csgp.us,cto.us,cuz.us,cxw.us,dei.us,dlr.us,dre.us,drh.us,dx.us,egp.us,els.us,epr.us,eqc.us,eqix.us,eqr.us,ess.us,exr.us,for.us,fr.us,frt.us,fsp.us,geo.us,good.us,gty.us,hcp.us,hf.us,hiw.us,hpt.us,hr.us,hst.us,ht.us,iret.us,irs.us,ivr.us,jll.us,joe.us,kim.us,krc.us,krg.us,lamr.us,lpt.us,lsi.us,ltc.us,lxp.us,maa.us,mac.us,mfa.us,mnr.us,mpw.us,nhi.us,nly.us,nnn.us,ntp.us,nymt.us,o.us,ofc.us,ohi.us,olp.us,pch.us,peb.us,pei.us,pico.us,pld.us,pmt.us,psa.us,psb.us,reg.us,rhp.us,roic.us,rpt.us,rwt.us,sbra.us,sho.us,skt.us,slg.us,snh.us,spg.us,star.us,stwd.us,sui.us,tco.us,tpl.us,trc.us,two.us,uba.us,udr.us,uht.us,umh.us,vno.us,vtr.us,wpc.us,wre.us,wri.us,xin.us
krg.us,0.00011382396665387099,0.00012709088698781344,0.0001423778831666461,6.199695375027947e-05,0.00022060981601217713,6.003361535851978e-05,0.00014810003840897703,0.00012175667281981355,7.38815723299373e-05,0.00035905996000314046,8.986267435565171e-05,0.00029894030851897456,0.00016210351842798964,0.00014541097676091337,0.00016800203742643066,0.0006249152797900487,0.0002122643993834636,7.280153357105829e-05,0.00023504732695111473,0.0001041591328854601,0.00014406045455221312,7.80170923149438e-05,0.00014630693547163867,0.00012592488513537108,0.00014334230921168674,0.00017492733861944863,9.123650357530966e-05,0.00015777186644426482,0.00011668797728279648,0.00017809880179518026,0.0002167173283641009,9.179247643931686e-05,0.00014954173168382792,0.000137350784229195,0.00016043230948349136,0.00015722831053237527,0.00011378232361953532,5.450527072034979e-05,0.00014204365032458158,0.00017031933556746517,0.00017959903059791376,0.00023642800702063948,0.00012444236861584287,0.00017571914035423858,9.905447656423792e-05,0.00013280307349704864,0.0001601209377248796,0.0001374801640632805,0.00016857066625066197,0.00014359492234784728,0.00015684149927243122,0.00014274836363851253,0.0001879035082396634,0.00021397493780207275,0.00014229404904977127,7.771089807040305e-05,9.291924253047442e-05,0.00015356661477618558,0.00011814340345115897,0.00015657309084646443,0.00016208012123995505,0.0004838058891596254,5.753437830087793e-05,0.00014022364802609196,0.00015750648834247135,0.000147141653769085,0.000198539875743769,0.0001307807865477857,0.0001592785151337138,7.808008515495832e-05,0.0001387020139479935,0.00017933867210569054,0.00015109661649405343,6.035638510469706e-05,0.00012488199229058046,7.996077360905527e-05,3.3110086432882234e-05,0.0001287021069293245,0.00015173739274420517,0.00016040017381797262,0.0001647379947330147,0.00014874928433532283,0.0001336011829877085,0.00024652043973781985,0.00015007681423322099,5.0541145268231095e-05,8.699537861023725e-05,0.000132489181598718,0.00014665944244113437,0.000153792642771226,0.0001900526148475183,7.232948941482912e-05,0.0001876979031776333,0.00013358356261758373,3.611796083201595e-05,0.00021685525243693717,0.0001407333681035077,0.00016119628915925587,0.00013227951685071317,5.19878738676583e-05,0.00021084751734206934,0.00010497463893808702,0.00015996428470446867,0.00015361868024445658,2.950488814587357e-05,0.0001287592117519228,7.102097233255065e-05,0.0001593830728638287,0.00015033898018729203,0.0001425263527190543,0.00012812845891478972,0.00015447624307854472,0.00012444541770015722,5.9609903755098784e-05,0.0001514601923177349,0.00016147813146506667,9.954753045934335e-05
lamr.us,4.8539836896129956e-05,2.1143821063577968e-05,4.3538770650363656e-05,1.7447623930727233e-06,5.6498932188966176e-05,0.0001212663171379336,3.49124815502324e-05,3.928581041158982e-05,3.544752729459434e-06,0.00016822703162808013,1.526673617118263e-05,7.294179313189968e-05,4.8216871419737903e-05,2.671736188261692e-05,3.4694079519201875e-05,-0.00012353844635095915,6.472159179781584e-05,1.716209553442472e-05,4.681788696359019e-05,2.0403635289852738e-05,3.8176266538148223e-05,1.4947354169838406e-05,3.2172711221236916e-05,4.151346213890589e-05,2.7354606546122487e-05,3.8673992232883585e-05,3.087851144092621e-05,4.8944289724433434e-05,2.8067848214526463e-05,4.764054563541325e-05,5.079664699716166e-05,1.2579509703092027e-05,4.2966928734339076e-05,3.9118810794874945e-05,3.9102368245343194e-05,4.16555071729308e-05,3.5977316073577824e-05,0.00010036273916648387,3.66010736296849e-05,3.6568305800920596e-05,3.522735970452836e-05,7.681445007174493e-05,3.199872966586152e-05,4.717266644828579e-05,3.442893908910235e-05,1.701692207448329e-05,3.251665676150312e-05,3.3892892732872544e-05,3.946087381263505e-06,3.7285345086073296e-05,5.1877982182989973e-05,2.788095023413113e-05,6.439970270850634e-05,5.0298665128040324e-05,1.35272007135108e-05,2.9850565433444157e-05,1.56446645206848e-05,5.65108665968951e-05,3.611910174881358e-05,4.0564952537116335e-05,4.312000921684814e-05,5.753437830087793e-05,0.0003697306062030454,3.632306123576956e-05,3.204817344912276e-05,3.3975963025089767e-05,5.259484055355536e-05,2.7778753625280197e-05,5.007837640418848e-05,1.452000304451916e-05,1.1675005151643054e-05,3.420380212167626e-05,2.6294211722742073e-05,5.439624296035773e-06,3.1786870366591526e-05,3.295114181963125e-05,1.5450557960784166e-05,2.719989083791065e-05,3.2838357503044325e-05,3.411072798151611e-05,1.7210013227207632e-05,4.3362030322659696e-05,2.770390738146441e-05,7.521347475991052e-05,3.164915115882118e-05,0.00015135859918084945,1.8457606209226063e-05,3.269721275427358e-05,2.8262197910463064e-05,4.379486849458896e-05,6.814901029992121e-05,1.0277796968732516e-05,4.371806048650541e-05,2.259354767871072e-05,9.227717989978581e-05,6.869387535324304e-05,2.4597742460969497e-05,4.0721940277246985e-05,2.4193819398396638e-05,0.00010563424549467965,0.00010077272683962056,1.2628791772123724e-05,4.8656103206399376e-05,4.3949491577341775e-05,3.192393911862778e-05,-6.1308502030352805e-06,3.180892068393216e-05,1.908933268245433e-05,3.854149964434126e-05,1.284342689585046e-05,6.694298534754468e-06,4.1094541376720603e-05,2.9859275543507106e-05,1.4800146068918737e-05,3.3798431400972044e-05,4.4966213614680363e-05,4.892191841451547e-05
lpt.us,7.38349560310943e-05,0.00010657707136396355,9.37530395521987e-05,5.451597531031954e-05,0.00013795685441232093,4.99894007199348e-05,0.00011146622103407366,9.44246864174568e-05,5.804170825570849e-05,0.00021072076067778648,6.210382032602568e-05,0.00012458239694957183,0.00014743895569849526,9.714721806193611e-05,0.00012051261536256756,0.0009998240062260172,0.00016117320228937462,5.2525752128920075e-05,0.0001336041487328105,8.083763036846949e-05,0.00013155340116328517,6.04119664846698e-05,0.00012631252717735356,6.0740663564070246e-05,6.684542602868556e-05,0.00013251656613452205,7.906303734155682e-05,0.00013375192253321027,0.00010663997574585131,0.0001591429919291278,0.00015168262462155965,6.433083755616107e-05,0.00012112168017344318,0.00010606090227179634,0.00011937633165267675,0.00012169215370265421,8.013964821428811e-05,4.6710047695758155e-05,0.00011282889438600972,0.0001228386554051435,0.00012002829808162401,0.00016678936130669084,0.00010137969167836409,0.0001231203877880074,6.982898901435472e-05,7.934344737962551e-05,9.68710198867507e-05,0.0001149067280808459,0.00010757215608867345,0.00012533902701951477,0.0001299265537042562,0.00011614193000368262,0.0001444272509174021,0.00013782781028632985,9.042597301789056e-05,4.8112981105597923e-05,6.896934078608968e-05,0.00012684389120263577,0.00010254542420485081,0.00013281379497481286,0.0001292459106505496,0.00014022364802609196,3.632306123576956e-05,0.00016437514347225748,0.00011479993853158923,0.0001049391145127372,0.0001497570813248799,0.00010869468632377965,0.00013692995428681698,6.53188510523255e-05,8.758077989381066e-05,0.00012877556707143722,0.00010477761114873854,5.595174526750857e-05,9.62675191171693e-05,6.187699338041473e-05,3.8909076469702643e-05,0.00010782847931803514,0.00013160547391530652,0.0001310436061325,0.00010021139495911643,0.00011454977181269872,9.951991791660708e-05,0.00016114289119946145,7.862733514343661e-05,4.989568446484013e-05,6.445381376391663e-05,0.00010493855005113831,0.00010537659567635196,0.00012866201324839127,0.0001227199205799215,5.75340564523939e-05,0.0001187124601638054,9.04874477692107e-05,1.7842351733247308e-05,0.00015421359067257075,0.00011459511813066536,0.0001518347828252302,0.00011421432721141404,4.3690067248404094e-05,0.00016093475449884323,7.391718861370016e-05,0.000105723843144967,0.00012780727669609325,2.7896363456171533e-05,7.606610916061658e-05,5.1903123668420754e-05,0.00010184811483962601,0.0001293466398545142,9.841746957443338e-05,7.51968454550462e-05,0.0001285453060805347,0.00011121860050432009,6.301443989520246e-05,0.00012169786670197647,0.00013521034303085914,6.903918445455119e-05
lsi.us,6.769720241371106e-05,0.000102184097177984,9.630015912174673e-05,5.178813496040032e-05,0.0001300265299874443,4.078491646758257e-05,0.00011014577636911153,9.982710339039605e-05,5.798919091789894e-05,0.00024318156663859908,6.535547392023719e-05,0.0001380417366858722,0.000131435435421023,0.00010662447239815068,0.00011066339286011158,0.0019721744999145444,0.00015290100258595927,5.255004182583525e-05,0.00015100831510918115,7.217244814779757e-05,0.00011582785549388138,6.054817961668106e-05,0.0001209152602410502,7.71079988049279e-05,7.92633935436809e-05,0.00013045456042122034,7.333121734431626e-05,0.0001221116345601514,9.958252595819838e-05,0.00014190276362671564,0.00014959906093164562,6.565225969404859e-05,0.00011809587075530777,0.00010639914820118288,0.00011736255321102533,0.00011074142788277919,8.000703630920839e-05,4.032336644242851e-05,0.00011299672286123724,0.00013898377141374066,0.0001251117166351635,0.0001594122435004873,9.872274488983943e-05,0.00012839446239680714,7.542821056524728e-05,8.465771155573655e-05,0.00010454700277072687,0.00010949780100066736,0.00011139270917364596,0.00011581044978890354,0.00011982298278519058,0.00011980936747399855,0.00013459905819625159,0.00013645850346620083,9.723138227779036e-05,4.3542330202061404e-05,6.379421464786859e-05,0.0001201656565059245,9.302784301330046e-05,0.00012605061637636908,0.00012416312294584014,0.00015750648834247135,3.204817344912276e-05,0.00011479993853158923,0.0001812383785134177,0.00010752971454018296,0.00014665633519897264,0.00010203101781061927,0.00012654120551923762,6.073968576807975e-05,9.503771706222418e-05,0.0001299919573062183,0.00011333084926359954,4.760640856459639e-05,9.522332785426506e-05,6.235860371666569e-05,3.051649413497054e-05,0.00010007048789690827,0.00012274017028704852,0.0001277590622411076,0.00010944348299459819,0.000122804106511642,9.601460759264169e-05,0.0001621187093379575,9.490654789774902e-05,4.064776078735126e-05,6.589356972890671e-05,0.00011281308266375649,0.00010473847473812781,0.00012085558403166364,0.00012048309211629435,6.0148350837875415e-05,0.00012400695512665568,9.09913587323106e-05,2.0669254328080844e-05,0.0001537249947070639,0.0001110453364526161,0.00012050865248970513,0.00011109929214956318,3.8547936429445985e-05,0.00015369524071140198,7.34256500687229e-05,0.00012008959241989384,0.00012026390433006131,2.562502162223259e-05,9.111301095132753e-05,5.047660110868333e-05,0.00011615043098771059,0.00012553537289637483,0.00010445198193906744,8.449646224290781e-05,0.00011905459669094675,0.00010510706286962508,6.119441551113342e-05,0.00011458991827032353,0.00012633455841080964,7.358130169829987e-05
ltc.us,7.248051587740728e-05,9.42494055747348e-05,9.283923950200923e-05,5.164903407466208e-05,0.0001229507430287054,3.747596769554632e-05,0.00010275692948828382,8.60889786267777e-05,5.810610988502297e-05,0.0002022901209359783,5.926715841724549e-05,5.358207500791328e-05,0.00011832948814460942,9.085400636548649e-05,9.812933799449244e-05,0.0013944705897239854,0.00013469245036616876,4.918428236646167e-05,0.00013234673543282346,6.75492074185032e-05,0.0001074138823925125,5.715385668132132e-05,0.0001065861173334114,7.040503118110136e-05,7.79683288793263e-05,0.000112603410170075,7.386023049590498e-05,0.00011179048272695613,8.738881743597713e-05,0.00013016604275358342,0.0001334564689587765,6.564255850442276e-05,0.00010409169999249999,9.451365959379693e-05,0.00010706112447388278,0.0001020228111326431,7.200900374754014e-05,3.7242711181374506e-05,9.791186590723397e-05,0.00011088868635405341,0.00010786958812928623,0.0001529074119868777,8.566129179051965e-05,0.00011699494868480733,7.361864792251406e-05,7.916937590007039e-05,0.00010617952832785475,0.00010861417031618057,8.962191972853796e-05,0.00010462353026873211,0.00010916422211369689,0.00011042410400196257,0.00012188976437717909,0.00012906812078293487,9.120888717896816e-05,4.6407219810478614e-05,6.570872619195207e-05,0.00010294758520842038,8.126359072909429e-05,0.00010833452979040813,0.0001086415557899269,0.000147141653769085,3.3975963025089767e-05,0.0001049391145127372,0.00010752971454018296,0.00016020776923654557,0.0001287222981679028,9.3103391858104e-05,0.0001115635547648533,6.0189369433943224e-05,8.7517327128731e-05,0.00012718728963462289,0.00011211829499200917,5.086307390332142e-05,9.340442692049004e-05,5.66386420318156e-05,3.507424493447641e-05,9.573935890820489e-05,0.00010827002448866312,0.00012689795951719685,9.931413985368755e-05,0.00010381399776670495,9.462906819147472e-05,0.00015082854510633045,8.454293587057143e-05,3.8864233024007275e-05,6.222510401197382e-05,9.191097653950495e-05,9.595364739973395e-05,0.00010681486459995241,0.00010938983005617505,6.071086817598194e-05,0.00011419806575794791,8.906189955441451e-05,1.9669274398733872e-05,0.00013738738695389895,9.904645337782752e-05,0.0001114864697782904,0.0001075082231406305,3.293002256391779e-05,0.00013800530269483094,6.698185821754822e-05,0.00011362184438736419,0.00010649627969244766,2.163047236686934e-05,7.697620115034221e-05,5.2540040284242496e-05,0.00010298064475791777,0.00010682930914023326,0.00010440863424079136,7.430718886515594e-05,0.00010803351324191999,0.00010453688559449035,5.468232578892091e-05,0.00010647883198197464,0.00011455683032709279,6.0871289817906247e-05
lxp.us,0.00011173217039163802,0.00013045537663141502,0.00011681226475792273,6.391131949124957e-05,0.00017818054060018772,5.619865429753307e-05,0.00013717182112989073,0.00013458721636222138,7.831325303963056e-05,0.00032982404901668995,9.299940576969754e-05,0.00027155078847893054,0.00017976605053777466,0.000132423183714336,0.0001726750951692862,0.0005652665012950046,0.0002033686840064034,7.159579583945768e-05,0.00019082799050700356,0.00010941674916391764,0.0001525598890923862,8.886300119324568e-05,0.0001511846649922541,0.00010062870290301995,0.00010498509792558272,0.00016631357247174266,9.523469243411272e-05,0.00016689601669620926,0.0001268755727144268,0.00018695518937959188,0.00019700961054115076,9.34387931568658e-05,0.00015278037839179794,0.00012735844307262497,0.00015718601031593568,0.00015891999968179184,0.00010359896261035833,5.62388659803178e-05,0.00013635412790560968,0.00015751237134447604,0.00017736394688426294,0.00021709445995164714,0.00012196255831916475,0.00016239376373766994,9.708877364938613e-05,0.00011373433132355855,0.00012617724250468354,0.0001395648284641477,0.00014644186046054706,0.00014985142505927578,0.00016142173337011547,0.00015350497433858776,0.00018157717541964725,0.00017510651310472376,0.00011659227176845028,6.639970068083929e-05,9.57608188432856e-05,0.00017480012763530195,0.00013341190088388933,0.0001626891345274587,0.00015910490956731199,0.000198539875743769,5.259484055355536e-05,0.0001497570813248799,0.00014665633519897264,0.0001287222981679028,0.00031717995037081195,0.00012951465552455817,0.00016537485747499471,8.329932535666879e-05,0.00011293843335606724,0.00016487564866843088,0.00013515848949450677,6.939462203458669e-05,0.00012250624092181975,7.889621169161561e-05,3.7957206589231015e-05,0.00013185798917223672,0.0001625324694867968,0.00016125670917013663,0.00014202746562129944,0.00015138031618958803,0.000131472355325257,0.00022016971830937282,0.00012872600959419278,6.418279155001366e-05,8.41020314075431e-05,0.00012750960096826153,0.00013190304452263824,0.00015442143451161903,0.00017082451622621082,7.009497204064295e-05,0.0001610371216758129,0.00011772444187578396,2.9625916300692418e-05,0.00020728944655330964,0.00014042824952172447,0.0001687635226704579,0.0001365134002497745,5.5769818644743257e-05,0.00022542039434817875,9.928463711474641e-05,0.00015199596756370592,0.00015786861620377813,4.301589563531574e-05,0.00011725732028274128,5.748479134426285e-05,0.0001337304846887849,0.0001549621976852759,0.0001305849115560877,0.00011686008112233127,0.0001532276000415509,0.00013121021833000792,6.592648653230058e-05,0.00014969182928609411,0.00016956792904000405,9.21607768124632e-05
maa.us,5.8292197468662404e-05,0.00010289060169998634,8.345967747142317e-05,4.928621829489225e-05,0.00011019191574155283,4.0565017631949214e-05,0.00010274933727862623,8.103996522777461e-05,5.7106413906906645e-05,0.00016181339650824466,5.8591114990213466e-05,0.00016092187305758078,0.00012389756478505427,8.992290382850814e-05,9.552504059836392e-05,0.0009202259853651937,0.000146367877165551,4.674218722629619e-05,0.00011850718171724998,7.048124156773052e-05,0.00011082753711246848,5.828715241432974e-05,0.00012694974027562317,5.198321201790751e-05,5.891604485677376e-05,0.00011167233095238882,6.363944424510689e-05,0.00011645394608112618,9.691497891908951e-05,0.00012731165919520953,0.0001294307081652335,6.214220298522539e-05,0.00010597534072960797,0.00010163334052007047,0.00010780109816791039,0.00010642727495018704,6.231956521687738e-05,4.380901153684753e-05,0.00011417862301140599,0.0001120888677422293,0.00010788075619511452,0.00014535902320827893,9.345658233276177e-05,0.00010651761555009126,6.26787738310925e-05,6.797398968982047e-05,8.739288490067707e-05,0.00010588127841424982,8.301285849997071e-05,0.00010907972652439089,0.00011113806807671979,0.00010835838168495114,0.00012031122021893939,0.00010967975981470603,8.526519867850644e-05,3.465735349935352e-05,6.538416511986813e-05,0.00010630875616232809,8.340857756486328e-05,0.00011718266090787788,0.00011674719789695207,0.0001307807865477857,2.7778753625280197e-05,0.00010869468632377965,0.00010203101781061927,9.3103391858104e-05,0.00012951465552455817,0.0001402527603182039,0.00012034681072330223,6.031188749447003e-05,8.394650406076246e-05,0.0001109839888645303,9.773199130350439e-05,5.199481147903499e-05,8.707144720131775e-05,4.8298155314412675e-05,3.581428039726772e-05,9.665173922426765e-05,0.00010961902234764287,0.00011935557584382015,8.943523183493652e-05,0.00010198237811548081,8.31981413148444e-05,0.00014235161818063714,7.975811987802757e-05,3.7120576534171604e-05,5.7858766662356417e-05,9.767693679344074e-05,9.319818112521849e-05,0.00011269414640739004,0.00010430031760154019,5.2030364526403306e-05,0.00010842930742253097,7.56683254516211e-05,1.3208634198830602e-05,0.00013238142089732024,0.00010782376413887617,0.0001281551995357147,0.00010284774134600413,3.5015721175253084e-05,0.00012693244149728232,6.675774773732857e-05,0.00010482614288688914,0.00011557027430887694,1.869686091414589e-05,7.201052006998341e-05,5.788837126908596e-05,9.46929419512931e-05,0.00012855875469398412,9.139352662499247e-05,6.786052207968869e-05,0.00010988440624456469,0.00010007965322571828,5.361472362921894e-05,0.00010364369368032483,0.00012085266225024808,5.070222135516382e-05
mac.us,9.369059586740513e-05,0.00012206608392599616,0.00010921044776881918,5.872299046074649e-05,0.00015133203378868196,6.658763169471901e-05,0.0001317708266929973,0.000108021844029335,6.273702176266245e-05,0.00025694404591306675,6.370793744977053e-05,0.00015608726836154814,0.00015712881259672277,0.00011342790207702843,0.00014305717879436805,0.0016617692941979525,0.0001993045515318798,6.483301885675499e-05,0.00014619215508813367,8.971661669376578e-05,0.00013705497478369715,6.5694084631539e-05,0.00014350933353837335,7.68350647190739e-05,7.102453964284886e-05,0.00013919792525014555,8.633672122954615e-05,0.00015015771781160418,0.00011843971991911172,0.00016380739121613409,0.00016935798220806333,7.00821686011695e-05,0.00012839372628163878,0.00011779178541861715,0.00013523385937414954,0.00013350732794147201,8.902931467852243e-05,6.30954474065172e-05,0.00012972276439425807,0.0001395567665676849,0.00013333941896447648,0.00019494810520128032,0.00011713924235662326,0.0001351105848070244,7.825418760262625e-05,8.486504080385023e-05,0.00010564784544181001,0.00012837987933188104,0.00010581458758460924,0.00013411414184340568,0.00014444259541953873,0.00012817394976813158,0.00016501686708226242,0.0001456008244873117,9.706371635873972e-05,6.0285216117688405e-05,7.575576559956197e-05,0.00014484109850671208,0.000115724651448096,0.00015616715703090512,0.0001470222865419686,0.0001592785151337138,5.007837640418848e-05,0.00013692995428681698,0.00012654120551923762,0.0001115635547648533,0.00016537485747499471,0.00012034681072330223,0.0002184006742528563,6.60216667816251e-05,9.273644654973408e-05,0.00013811029596292148,0.00011284017845853484,5.891623674519139e-05,0.00010549733001918838,6.479048405454168e-05,3.891416491117979e-05,0.00011748143051717232,0.0001372471738542097,0.00014254795746622767,0.00010808251560753671,0.00012876832459112646,0.00011103168545990067,0.00019186443400592612,9.544202610112289e-05,6.269531349728458e-05,6.382319901909118e-05,0.0001176606918760307,0.00011470899695597783,0.00014723859382744783,0.00014470848469994195,6.070757195007387e-05,0.00013326015952148284,9.901816579725178e-05,2.6311629058886327e-05,0.0001724705345641927,0.00013178584951561062,0.00015789189898125227,0.00012464357081395512,6.197140118251755e-05,0.00017320054836520696,8.038529562149187e-05,0.00012862414124688795,0.00015846598756323463,3.3922586933380185e-05,8.75578702449357e-05,5.470583774717687e-05,0.00011384877268460467,0.0001458548203765981,0.00010416164524078099,8.498362891942493e-05,0.00014225325781783244,0.00012570922916403286,6.032361003308041e-05,0.00013271279369107846,0.00015360932520804127,6.72915480818723e-05
mfa.us,4.836823155074699e-05,5.6998291165373765e-05,5.4888076882963524e-05,7.451823852107847e-05,7.604100609892914e-05,1.1171658750120359e-05,5.9831026490755035e-05,5.7193467369793236e-05,7.329111393112435e-05,6.082001010168505e-05,5.281156034655842e-05,0.00011137436588437067,7.549324937425344e-05,6.0903465496469634e-05,7.157385127056129e-05,-0.0006741956047429899,8.684721841945157e-05,3.487680805377079e-05,7.879737668914103e-05,7.25936195471307e-05,6.432179501530276e-05,7.25539385042228e-05,6.561935422422754e-05,3.3562982655754274e-05,3.528212899542356e-05,6.922979282162043e-05,4.1283244606226995e-05,6.7860548604971e-05,6.041035237278549e-05,7.556066933388513e-05,7.841706666891462e-05,6.839022523665241e-05,6.567311267410349e-05,5.7893918655711536e-05,7.00895247174877e-05,6.63372651290484e-05,5.53916135496346e-05,1.3875525582262065e-05,6.052108494648797e-05,6.516882748723863e-05,6.424566925826912e-05,8.657065165563701e-05,5.4101616411789385e-05,6.324649426173753e-05,4.9983877322393836e-05,4.990200859042853e-05,5.149587022186383e-05,6.343889887294218e-05,6.592606501606867e-05,6.780351357329666e-05,7.519379453417829e-05,6.865583306309103e-05,7.024565229914069e-05,7.426864301307137e-05,5.371088036640571e-05,2.9531980911868545e-05,7.767474775922256e-05,6.541841407127011e-05,5.52662624373242e-05,6.69868069662943e-05,7.033875595059562e-05,7.808008515495832e-05,1.452000304451916e-05,6.53188510523255e-05,6.073968576807975e-05,6.0189369433943224e-05,8.329932535666879e-05,6.031188749447003e-05,6.60216667816251e-05,0.00011404273383145546,5.80143970885133e-05,7.430627622179289e-05,6.490212249941116e-05,6.86976853324789e-05,5.6799109683518964e-05,5.105034755949963e-05,4.876430870487739e-05,6.43075098906216e-05,7.00021572938382e-05,7.661696114767958e-05,6.380930932669646e-05,6.469305552561209e-05,5.427688073996089e-05,8.33781284340677e-05,5.450319617881427e-05,1.3170423526306037e-05,5.8622628219079556e-05,5.900711058747653e-05,5.634313244801206e-05,6.602003088360536e-05,7.496329993939096e-05,3.7378971872737026e-05,6.763705816172877e-05,7.42946419174139e-05,4.079389364386499e-06,7.941333236546517e-05,6.454891801339674e-05,7.493904449748158e-05,6.614482343625853e-05,9.70288283102686e-06,0.00010292954249285981,6.0647126016377946e-05,6.277595572219799e-05,6.553994343654705e-05,1.2507059070927014e-05,4.918607885019626e-05,6.403487479619518e-05,6.358501177414616e-05,6.80578803869787e-05,6.590660980899695e-05,4.6407677166649934e-05,6.424724759472089e-05,6.374292625909807e-05,4.1547598729580916e-05,6.421510892089422e-05,7.151109631361259e-05,3.106945721659029e-05
mnr.us,5.008159801711584e-05,7.620448204508898e-05,8.493303023523957e-05,5.035619506801274e-05,0.0001189818480007646,1.4448232839662181e-05,8.922918004518587e-05,8.459091368190097e-05,6.224747754105096e-05,0.0002996680513178151,6.692961231565208e-05,5.059491908174818e-05,0.00010344398276833955,9.826566141583071e-05,0.00010151272569928231,0.00012749892958883208,0.00012620366319994532,4.088776257839727e-05,0.00012997715276183124,6.467757392102985e-05,9.397910889987766e-05,6.099644349989538e-05,9.063597425982007e-05,7.172761197055595e-05,7.595862533870502e-05,0.00010337828591374732,5.9120470536830694e-05,9.501758859835764e-05,7.806853805945902e-05,0.00011047531305048517,0.00012650019359236006,7.264419622754839e-05,9.711405879127612e-05,7.734198915640414e-05,9.164942897421454e-05,0.00010230007832145565,6.442649655224493e-05,1.950462413840091e-05,8.093974120793608e-05,9.46875874414789e-05,0.00010585742751296829,0.00014069076632181708,7.412421441875781e-05,0.00010481227545044914,7.08375652569647e-05,8.454923159769686e-05,9.199676550008562e-05,8.80048116352134e-05,0.00010381768231857962,9.239479638912232e-05,9.864302223147191e-05,9.481431831031737e-05,0.00010779983115413911,0.00011520760855349461,9.516537586766287e-05,4.499141082030367e-05,6.947929032686384e-05,8.900095455201474e-05,8.16041983894331e-05,9.35354615579714e-05,9.727888169099108e-05,0.0001387020139479935,1.1675005151643054e-05,8.758077989381066e-05,9.503771706222418e-05,8.7517327128731e-05,0.00011293843335606724,8.394650406076246e-05,9.273644654973408e-05,5.80143970885133e-05,0.00019433851032341388,0.00010835214210524598,9.905786505692853e-05,4.6859749873659484e-05,7.289078139355601e-05,5.68127464800086e-05,3.705517210905776e-05,8.134654091559324e-05,0.00010166981774054289,0.00010052241893447257,0.00011552414467968096,9.582927706535585e-05,8.467382989019811e-05,0.00013838125307133475,0.00010005219691598873,1.3323239230542429e-05,5.770933858819507e-05,7.745204912853998e-05,8.707732531967766e-05,9.055774533086112e-05,0.00011135996544032011,5.440411491777076e-05,0.0001099562261279102,8.002903007213595e-05,1.2737010512883987e-06,0.00013248070188339343,9.061065541211109e-05,9.593791506775842e-05,8.387440763181458e-05,1.5410183298215754e-05,0.00015287187501244706,7.038835076203924e-05,0.00010203105232284099,8.999546424654023e-05,1.6278484633517418e-05,9.356784859847606e-05,5.233496481427582e-05,0.00010478022781258243,9.359026081518632e-05,9.479870124898852e-05,0.00010081119385373781,8.74877674723572e-05,8.529731913165965e-05,5.170723489754849e-05,9.700618514667064e-05,9.732517382937912e-05,5.420577570484044e-05
