,abev.us,adm.us,alco.us,ande.us,apei.us,atge.us,avp.us,bg.us,bgs.us,big.us,bpi.us,brew.us,brfs.us,bti.us,bud.us,cag.us,calm.us,casy.us,ccu.us,ceco.us,cent.us,centa.us,chd.us,cl.us,clx.us,coke.us,core.us,cost.us,cot.us,cpb.us,cresy.us,cvgw.us,deo.us,df.us,dg.us,dltr.us,edu.us,el.us,epc.us,farm.us,fc.us,fdp.us,fizz.us,flo.us,fmx.us,fred.us,ftft.us,ghc.us,gis.us,gpx.us,hain.us,hele.us,hlf.us,hrl.us,hsy.us,iba.us,imkta.us,ingr.us,ipar.us,jbss.us,jjsf.us,k.us,kmb.us,ko.us,kof.us,kr.us,lanc.us,linc.us,lndc.us,lope.us,lrn.us,lway.us,mdlz.us,mgpi.us,mkc.us,mo.us,nus.us,nwl.us,pep.us,pets.us,pg.us,pm.us,ppc.us,psmt.us,rad.us,rev.us,safm.us,sam.us,seed.us,senea.us,sjm.us,sptn.us,stkl.us,stra.us,stz.us,sumr.us,syy.us,tap.us,tgt.us,ths.us,tis.us,tsn.us,tues.us,ul.us,un.us,unfi.us,usna.us,uti.us,uvv.us,vgr.us,vlgea.us,wba.us,wmk.us,wmt.us
cresy.us,2.8556848070978527e-05,2.5836364244388426e-05,6.489234808800142e-05,7.294058654323056e-05,3.893050796807551e-05,4.1962522812518025e-05,3.6326172276235755e-05,5.6920314330695706e-05,5.604141524683298e-05,4.2156473691046593e-05,5.661607185554418e-05,7.943033577460136e-05,6.75257803373016e-05,3.4021751909495094e-05,4.325308540052971e-05,7.907960341842769e-06,4.438618137310621e-05,4.517099487739022e-05,4.481253273071232e-05,3.606711179622168e-05,6.326081411340416e-05,8.57430837504885e-05,2.524105509999933e-05,2.043437918374921e-05,1.4848577272231648e-05,4.6888046658062134e-05,5.901964183499871e-05,7.498136967008655e-06,7.158121101368475e-05,1.9410417725146356e-05,0.00047828039753907813,7.016857079998262e-05,3.760968951484927e-05,3.5822463283343414e-05,1.9509635235038422e-05,9.58095278445462e-06,7.178778543695481e-05,6.025730080254591e-05,2.540489271395415e-05,6.893427982915644e-05,9.79059621954209e-05,5.015426383872964e-05,6.440878543077186e-05,2.2122467534367005e-05,5.504122249017523e-05,5.9556580439552864e-05,4.151029030947372e-05,4.32858371445695e-05,3.4529871718416953e-06,9.056424286069909e-05,6.876845826003722e-05,7.495326094502756e-05,6.583206371913254e-05,3.7278483051149446e-05,1.6208587862472637e-05,3.334483749980655e-05,6.511355703885109e-05,6.63504641682303e-05,7.27375555554538e-05,7.0260043000407e-05,5.230413035745181e-05,4.942283100866075e-06,6.854019421321764e-06,1.0171684110194642e-05,6.125641707382609e-05,1.3924525822664353e-05,4.7013659963474805e-05,0.00010980221478315005,8.351276575619657e-05,4.97665854070785e-05,7.292615381906676e-05,7.308269969699808e-05,9.853200764988398e-06,9.621361982381506e-05,1.3444956934420026e-05,1.2677501554431077e-05,5.520142756861853e-05,2.2155193176847877e-05,9.816846965683511e-06,7.282987704236944e-05,6.8879237600072925e-06,3.407901013486511e-05,7.903176044927629e-05,6.838141728425565e-05,8.297452528147647e-05,0.00010086779688033335,3.452687032362141e-05,5.7568868695156283e-05,9.272264228220523e-05,9.379214184640102e-05,2.6130956014842535e-05,6.810788133162632e-05,6.158984783721993e-05,4.648402012258163e-05,4.9026925003710795e-05,7.087341984169975e-05,1.7422969126089187e-05,4.4723452332137504e-05,1.4021116254335457e-05,3.0333716485398774e-05,2.8357313265427314e-05,4.9858713670103445e-05,0.00010000454815510989,3.6750591352441155e-05,3.884999461485599e-05,6.215546157918518e-05,7.435452445670834e-05,6.299739678302489e-05,5.9732236543633866e-05,3.601773291728227e-05,7.22802356331716e-05,1.958504145896043e-05,4.0307422935554226e-05,9.490132145158564e-06
cvgw.us,5.592011212093321e-06,7.543469560092945e-06,9.56273579463716e-05,9.356041469226907e-05,9.44959165649819e-05,6.655087419247498e-05,8.275136527707349e-06,5.474766823137121e-05,6.823285962058185e-05,6.853648349499089e-05,8.442733892607533e-05,0.00010895923379792923,5.2238126164677925e-05,3.1651373649788796e-05,4.6115332973377015e-05,9.088306106646144e-06,6.424730652840876e-05,7.431650888100905e-05,2.727974368663661e-05,-5.783439125240783e-06,8.603766513783916e-05,0.00010665162246177549,4.654781680632993e-05,3.967242569558616e-05,2.7847470603770782e-05,6.884483608080732e-05,0.0001037455139213723,5.640778531119839e-06,4.446833238498213e-05,2.6349134968777136e-05,7.016857079998262e-05,0.00036029847537853265,3.442138932892454e-05,5.9217631356342273e-05,4.511701087419807e-05,6.129235576688343e-06,6.733607723250153e-05,6.405563895776292e-05,1.0355525565500127e-05,0.00011896468609846294,0.00015813806873876793,8.70726047606768e-05,8.427257204097706e-05,4.186873640154361e-05,5.293125195962263e-05,9.55216665399345e-05,5.560865630084639e-05,5.210981595285569e-05,6.410439151597246e-06,0.00014497194037048022,8.726984796253876e-05,0.00011032754181915511,7.532760550386395e-05,4.627929650514235e-05,-2.464755494307845e-06,1.9746377473712552e-05,0.00011839520405116876,5.801337760282556e-05,0.00011861689820828225,7.43579680275319e-05,8.910404443456035e-05,2.0129838272961154e-06,-1.5711691360686628e-06,4.4763289914762575e-06,5.3871941331046314e-05,2.5181533492268134e-06,7.823092356082482e-05,0.00011247915364389762,0.00010682002104966307,8.026700182701858e-05,9.671878023528166e-05,0.00010288915008305269,1.5941108325709013e-06,0.00011231627821922415,8.36151484828259e-06,5.2036330381927765e-06,6.907204672108255e-05,7.879084616140899e-06,1.8293692001724223e-06,7.887322533143377e-05,3.3116584568489062e-06,3.359242092664867e-05,0.00011824734050902367,9.248253038224893e-05,7.875060926880163e-05,0.00013380580430903587,5.787075524311605e-05,7.913499084048829e-05,8.142426397575929e-05,0.00012098385768575331,3.925911729661376e-05,0.00011429245083039889,4.4434666492243796e-05,8.743847532129603e-05,6.0879920819332985e-05,4.838173063829896e-05,9.066486971814323e-06,4.882276880313989e-05,3.987212313188151e-06,6.715084444874106e-05,5.0061512958068004e-05,6.704462581576023e-05,0.00014156986267665488,3.374388991912268e-05,3.896576643560701e-05,9.064551376580428e-05,0.00010131500300841062,0.0001038932113127456,7.388295860802597e-05,5.118059472391354e-05,0.00010641494545066154,1.8978647222138873e-05,6.920430034643252e-05,2.5654274239688648e-06
deo.us,8.450216437320368e-06,9.974373751223406e-06,3.875704595812233e-05,4.003502867564959e-05,3.0729794980781634e-05,3.663223257296768e-05,1.6084202362303845e-05,3.5011972671343806e-05,3.281763104442876e-05,3.609057178113665e-05,4.043989508574129e-05,3.5383207576936274e-05,4.084978322451809e-05,3.524480327259073e-05,4.215407159063165e-05,9.238693312623111e-06,3.0970908308002e-05,3.301661409647791e-05,2.2931745872471145e-05,1.1549954599564908e-05,3.2771988430700077e-05,5.023360467715485e-05,2.377466183716065e-05,2.29895764958366e-05,2.404783218129033e-05,2.9737707525654174e-05,2.696089866004786e-05,7.4398116819806344e-06,3.1311897197632634e-05,2.4742438944247182e-05,3.760968951484927e-05,3.442138932892454e-05,5.058003920933897e-05,4.008200654634137e-05,2.4012219749626143e-05,7.775137376917309e-06,4.473406245683856e-05,3.878884850638592e-05,1.1261308693358238e-05,3.913031238246073e-05,4.952375904823036e-05,3.4168075892820086e-05,3.538701337189432e-05,2.132912098244812e-05,4.0167629848490776e-05,3.869920587520714e-05,2.5883135256304308e-05,3.1277542509857776e-05,7.73084708780663e-06,5.2403561182313895e-05,3.903643959487929e-05,5.306762356425967e-05,4.675029420819474e-05,2.6693732477456933e-05,6.866382674780174e-06,1.868402553237865e-05,3.6721209918229415e-05,3.943409990553604e-05,5.726353144178696e-05,2.8951745554866085e-05,3.302620272832307e-05,6.3451095878854634e-06,3.986857618984313e-06,7.238366794209253e-06,3.955523810510021e-05,8.293903973069171e-06,3.284443459388684e-05,4.074935945775788e-05,5.426619437558023e-05,3.2502906219953904e-05,4.714996020524974e-05,3.720244259890855e-05,7.359573024363924e-06,3.93917699820632e-05,8.87221715857844e-06,4.3396727939862615e-06,4.351696898131975e-05,1.478891755592102e-05,7.079243586726295e-06,3.7100133264673447e-05,6.493561235669611e-06,2.7721216961581633e-05,6.131501845370078e-05,3.998914159924811e-05,4.719663750012723e-05,6.399552918784478e-05,2.4108651089477428e-05,3.1641228900908974e-05,4.564809209999624e-05,3.926995864980493e-05,2.7081331177648077e-05,4.32777457538727e-05,4.1719206334523785e-05,4.3697018139881495e-05,4.312054425985089e-05,4.284486342685491e-05,6.772628892163137e-06,3.369876187788415e-05,6.26185801149359e-06,2.7227004895237074e-05,1.7952318561120974e-05,3.574436507752393e-05,6.151627176987842e-05,3.613909985787363e-05,3.6945241614279134e-05,4.237715417458202e-05,3.800004874376301e-05,3.99810433645607e-05,2.998494531421912e-05,2.290555609591691e-05,3.153781357194696e-05,1.0187094264302624e-05,3.0272725957239846e-05,5.293904450702968e-06
df.us,2.892444072585985e-06,1.3834127695005388e-05,5.9379138854701177e-05,7.28947736160538e-05,5.364251331727743e-05,5.26189579498067e-05,2.086465272631705e-05,6.315994489408352e-05,5.852797776507045e-05,5.5664275289377144e-05,9.038026572174463e-05,6.014014741219483e-05,5.14417704721008e-05,3.397695583126424e-05,4.222714273093014e-05,1.518776723236771e-05,5.3641979719429414e-05,5.551537461973615e-05,1.3314816618203246e-05,-2.5442895733772414e-05,4.2922445664400606e-05,7.56532715268549e-05,4.4529543285959135e-05,3.311255439653841e-05,3.689288696848287e-05,5.1932964035375424e-05,4.986626360586993e-05,9.230628229387465e-06,3.985473967530042e-05,5.075199032713624e-05,3.5822463283343414e-05,5.9217631356342273e-05,4.008200654634137e-05,0.00038322021082486964,4.489185302019781e-05,2.4365948321188497e-06,8.877156691627005e-05,5.47371670792474e-05,2.417189860596118e-06,5.8540326175637944e-05,7.600124016503965e-05,5.690479404173108e-05,5.7780030680407764e-05,5.354669513527336e-05,4.533405063408927e-05,7.895363869216979e-05,6.205462969160893e-05,6.566368748944212e-05,1.0222139256386837e-05,8.648386666582915e-05,7.988939382718012e-05,9.562733648335553e-05,7.216912853500802e-05,5.321261220745751e-05,1.2089772889815063e-05,2.065270169559679e-05,6.100729828003232e-05,6.885143371386815e-05,9.085128387370113e-05,2.8571593935598147e-05,5.323678967082781e-05,1.0132292038412715e-05,3.6157604276526693e-06,6.663582792752883e-06,4.212836914237699e-05,5.49603116364347e-06,6.031613809663213e-05,6.871403150262319e-05,8.038798882663646e-05,5.413631690648252e-05,6.962098007420127e-05,5.4064529212435365e-05,1.3528699689774757e-05,6.746327840460235e-05,6.218700585504317e-06,-7.116729039599648e-06,7.280803965971248e-05,1.0675186573177445e-05,1.918515151860194e-06,6.398992270844521e-05,6.584061845327914e-07,3.622220361148121e-05,0.00013696422108032798,5.66616022370351e-05,7.68893942123123e-05,8.159341677455685e-05,5.5365914507251314e-05,4.1169927478504525e-05,8.985068844392738e-05,7.194463708280964e-05,5.817645228592428e-05,6.485190832223684e-05,5.760847656511917e-05,7.181610052817823e-05,6.20257283929964e-05,6.975867630494119e-05,5.528963673445131e-06,4.962108159595353e-05,4.177072842535587e-06,4.203687943671269e-05,2.1258986011731958e-05,7.677105305771206e-05,8.258843436989527e-05,3.796971859027784e-05,4.0521194932766876e-05,6.94041611757617e-05,4.8906497755036396e-05,6.181108601632081e-05,4.958503564110338e-05,3.554483448125223e-05,3.939088296761723e-05,1.589782866094511e-05,4.976445506154914e-05,5.160691149634653e-06
dg.us,8.252223099603356e-06,3.3607555913646697e-06,4.0937284488686086e-05,5.007626198691692e-05,3.7465517753259694e-05,4.8035994737387936e-05,8.891663597528065e-06,3.2276072374215156e-05,3.4045961267958757e-05,6.195385211304432e-05,3.655667433534047e-05,2.0999797351807864e-05,2.91772198281739e-05,2.145794880360015e-05,3.0687099197823823e-05,1.1182160792421338e-05,3.4881269121906475e-05,3.711613302024658e-05,9.319950415673152e-06,1.4618610505363826e-06,3.740296186191333e-05,4.5838494289647885e-05,3.0269520123811975e-05,2.5341330767640305e-05,2.2832192930309475e-05,2.8472124494564063e-05,4.096231965243885e-05,7.088917796979856e-06,1.533833692591234e-05,1.841838826614441e-05,1.9509635235038422e-05,4.511701087419807e-05,2.4012219749626143e-05,4.489185302019781e-05,0.00019747606997091055,1.1542491276993803e-05,5.743412561049099e-05,3.764981734510591e-05,1.7008353903614012e-05,4.3519818563579665e-05,5.3534978776127556e-05,3.0202164819877574e-05,4.0182937641536804e-05,3.28816094676142e-05,3.4296312020468794e-05,7.314508422069807e-05,1.8096104151382357e-05,3.0844975270634344e-05,8.008595014951202e-06,5.147978345041727e-05,4.910209742384931e-05,5.4909230066411626e-05,4.632037146356755e-05,2.820174032315864e-05,5.71182937068349e-06,2.3862537331907816e-05,4.124426026868673e-05,3.748964266447251e-05,5.087053062855004e-05,3.5829919928796413e-05,3.3765781166306926e-05,5.996523381105583e-06,2.5998730136006426e-06,6.310423000845608e-06,2.8697061288144864e-05,7.579120041094664e-06,3.486225623382874e-05,2.880107153872176e-05,5.574655752784633e-05,4.494572130231322e-05,6.149157533468878e-05,4.993064038062921e-05,5.453132263266506e-06,2.1027683816170884e-05,8.087693359909263e-06,5.028461227272867e-06,5.357386317315206e-05,1.6403529982676704e-05,3.2236045854627366e-06,4.437329112956701e-05,3.2227424289498575e-06,2.6254101102845862e-05,5.854088397674163e-05,5.786594928046769e-05,5.9215244141595817e-05,6.586625371711443e-05,2.3686287634392063e-05,3.962264776803602e-05,3.676357692947329e-05,4.1140255263281306e-05,2.3182954262949685e-05,4.0217683143918636e-05,3.3256287340382866e-05,5.378775773846723e-05,4.0765351076513096e-05,3.576522861590169e-05,8.338808587078885e-06,2.790560322511079e-05,1.0502322113126627e-05,3.37885919076022e-05,1.738486122353529e-05,3.382671845919269e-05,9.068257017302453e-05,2.2177281950353772e-05,2.2594062154885836e-05,5.163202620136012e-05,3.368518375104721e-05,5.5307077926297865e-05,3.561753142057003e-05,1.4038005238042705e-05,1.5590429100415354e-05,1.819555935569079e-05,2.9991018462393847e-05,7.503912016656582e-07
dltr.us,4.3326445731511086e-05,3.607881813697914e-05,3.6075241172507526e-06,-2.224122148380861e-06,5.758373370610954e-06,9.993249253203744e-06,3.640090867393787e-05,7.568732807861089e-06,7.702558481613513e-06,2.206584295617306e-05,2.0850435731558987e-05,-1.1891657479554134e-05,3.530137484139597e-06,6.932265758943393e-06,8.285914249708674e-06,2.7436983865328864e-05,1.472904052168234e-05,4.9443404568466e-07,1.2704753338465735e-05,5.938058283828323e-05,1.825216494847576e-05,8.340288573728454e-06,8.626114640496559e-06,7.4189893936917705e-06,2.875476324670805e-06,1.6081686557992775e-06,5.546745114714639e-07,4.3927946670806566e-05,8.667813519039026e-06,7.19646767207371e-06,9.58095278445462e-06,6.129235576688343e-06,7.775137376917309e-06,2.4365948321188497e-06,1.1542491276993803e-05,0.00017330984224487076,1.6284802899802936e-05,1.4537054602819717e-05,3.438683406713421e-05,-1.258855415603375e-05,-2.504305536425749e-06,7.767449554134297e-06,-6.303600108876186e-06,3.985751079549781e-06,-7.926532481758032e-07,5.558287157783209e-06,-2.670721598127427e-06,1.2827839750610641e-05,2.2440364911228125e-05,-2.999972642844883e-06,8.700545683835583e-06,6.801282324390729e-06,2.3088039633295508e-06,5.084535675867176e-06,2.456085315066579e-05,-3.033767054416915e-06,3.626312625296365e-06,1.5811216478418645e-05,1.0314974446852308e-05,2.217720358521163e-06,3.4169968632706476e-06,2.1687163939292803e-05,2.093864947844858e-05,2.2664202416464587e-05,6.00849949458469e-06,2.8188763339391823e-05,8.168687117481489e-06,1.1915350598027085e-05,1.2721630215157381e-06,1.5925186744301996e-05,1.4885273566613778e-05,1.2060910110763086e-05,2.365707267779192e-05,3.835368375950996e-06,3.072102243651955e-05,2.718092760934586e-05,9.200131830908796e-06,4.475963548564066e-05,1.7029343571665457e-05,1.533800727350011e-05,1.53554081639841e-05,4.494338246384942e-06,1.3752551484337292e-05,1.7902498161390524e-06,6.3948981812196395e-06,1.291055084864027e-05,-1.978271227338831e-06,6.08633694732472e-06,4.444896938689299e-06,-1.2707364126038e-05,5.72755779747426e-06,5.263183896030172e-06,-8.511948671801284e-06,6.081611960343933e-07,1.1074273276203903e-05,6.68128865507047e-06,2.2597895794356296e-05,7.230387862213704e-06,5.2341151151445465e-05,2.300241802823652e-06,1.4723372712226774e-06,1.6005911614714834e-05,3.2677740878369876e-06,5.451192545361983e-06,4.678111101139254e-06,-4.500960166090678e-06,-6.776405608090496e-08,7.184164562576952e-07,1.3911410081134295e-05,5.433587662175599e-06,-1.743494823262006e-05,4.937796382251959e-05,-1.0237617706660858e-06,2.8060286296860787e-05
edu.us,3.0057496777734445e-05,5.323795799569615e-06,8.514775297372458e-05,9.249034570066326e-05,0.00011047176410645646,0.00014029098881984634,2.4464144001960487e-05,7.10872144147725e-05,6.242555141671386e-05,6.268708922116457e-05,0.0001572976587268098,6.102123531991203e-05,6.735615758466888e-05,4.193904385567282e-05,4.5884155938514884e-05,2.964576538777013e-05,6.23278793821145e-05,5.964948758991351e-05,3.6322389752479255e-05,5.390988505036012e-05,4.720181993664476e-05,7.292638260424156e-05,3.786469460380268e-05,2.7640448934724745e-05,3.929978790281203e-05,6.483238888420146e-05,5.2551733883315445e-05,1.2086803931017239e-05,7.319344005291634e-05,2.4614560850885467e-05,7.178778543695481e-05,6.733607723250153e-05,4.473406245683856e-05,8.877156691627005e-05,5.743412561049099e-05,1.6284802899802936e-05,0.0007319460984843729,7.675762651352025e-05,2.3826480930607318e-05,9.10352857859803e-05,0.0001231820863307784,5.432033494062222e-05,7.559527682528247e-05,3.7275099092274125e-05,6.277611861828336e-05,8.422910104936326e-05,0.00011738737210053317,7.857975489327657e-05,1.297177752743323e-05,0.00011194814147448673,7.819332657521887e-05,0.0001245180506794797,8.489508418036535e-05,4.354818495836535e-05,2.2448755690172747e-05,2.7001496061930832e-05,8.492053772221012e-05,7.057619153263111e-05,0.00010576104939262556,7.112085739306232e-05,4.9022300861475584e-05,1.2958438226122316e-05,1.0700515274874388e-05,1.9105559182610342e-05,5.065157636765071e-05,1.318723922920309e-05,4.735293898855142e-05,0.00011179250634755323,0.0001136401683864271,0.00012674705995186953,0.0001569011429215768,7.35710708016623e-05,1.6498881697843618e-05,0.00011712773683085065,1.980106222025695e-05,1.1702806324238793e-05,9.82537835453694e-05,3.1504052745567776e-05,9.389533259110715e-06,8.058822573170661e-05,6.7300290564826295e-06,3.3609306168225846e-05,0.00012120552059969488,9.966412748710643e-05,0.00012867808665804103,0.00011247300444855866,4.5124482111660087e-05,9.382453441995289e-05,0.00011836874686315185,6.173895081326221e-05,3.4756976003368617e-05,7.211662355927865e-05,7.902288026634005e-05,0.0001265414733934012,7.102991456439766e-05,0.00010842695086698135,2.3490104755051978e-05,4.5624857432673855e-05,1.1603451130575959e-05,3.675811426103297e-05,4.077175290487154e-05,5.8482968809079964e-05,0.00013834161135164755,4.5908956325375445e-05,4.6846359935238324e-05,7.37747699591407e-05,7.994165369080648e-05,0.0001166208413836185,6.673153230783539e-05,3.643321525376654e-05,5.546196327183584e-05,1.6999662669405905e-05,3.631801384709158e-05,3.3107120623096255e-06
el.us,1.2051869738397998e-05,1.6552963615338964e-05,6.042014719563988e-05,7.169354223467255e-05,5.933756321717145e-05,6.362683980322497e-05,2.703201790771297e-05,5.576792250745265e-05,5.217703004017952e-05,6.448209699147294e-05,6.440098412428198e-05,6.0541775655542246e-05,5.6153599687666884e-05,4.116761464337342e-05,5.468755018717236e-05,1.1425878135970542e-05,3.948980242719483e-05,4.3633568302797285e-05,4.266473494401363e-05,4.728030887932228e-06,5.3996544082448816e-05,7.40885952627138e-05,4.673662847288458e-05,4.428656882513489e-05,3.978424626946547e-05,4.0975503279789933e-05,4.650407697109246e-05,1.5434877280249257e-05,4.508098853417656e-05,2.8935045762321738e-05,6.025730080254591e-05,6.405563895776292e-05,3.878884850638592e-05,5.47371670792474e-05,3.764981734510591e-05,1.4537054602819717e-05,7.675762651352025e-05,0.00017383662272427104,2.0579062491692123e-05,6.129787020018712e-05,8.088799692200353e-05,4.413313425455223e-05,5.636712119493961e-05,3.724728590202051e-05,5.788619421430192e-05,6.708958573639986e-05,5.471837446735559e-05,4.966292321615408e-05,1.181092372682431e-05,7.820210946923944e-05,7.185893320469144e-05,8.752198203756645e-05,0.00010635764827471425,5.0253659724395056e-05,8.885651738954484e-06,1.8242774873274814e-05,5.8763943673542235e-05,7.091312802613714e-05,9.195959471003433e-05,4.9386566521011e-05,5.338550696049787e-05,7.906348954986887e-06,1.0446871174227454e-05,6.485543917989976e-06,5.993660359187088e-05,1.2161647885444578e-05,5.398561209977255e-05,6.336412701910378e-05,7.182086632358214e-05,5.561596708175436e-05,7.655754456879233e-05,6.429526833379067e-05,1.1269087528069784e-05,6.228362764511207e-05,1.062985901326991e-05,6.268299024067498e-06,0.00011035745675416421,2.36076225091297e-05,6.833048988175789e-06,4.8694616128485896e-05,8.117172833401237e-06,4.001593000012845e-05,9.496598921586822e-05,7.817692043540754e-05,7.83474182866274e-05,0.00011399083118995184,4.3505152301160904e-05,4.9815418634937e-05,8.055570087922669e-05,6.856402244013072e-05,4.572963329184358e-05,6.310993980691299e-05,5.3046206367377844e-05,6.736272459126534e-05,6.768236152014977e-05,5.4251648748079745e-05,1.1606444922920413e-05,4.38634684545202e-05,1.6807996578067e-05,3.6356237562463796e-05,2.498355289481987e-05,4.945261646068403e-05,8.870562999798776e-05,4.105726429341437e-05,4.358765553052088e-05,5.816068268154158e-05,6.628053532465965e-05,5.925341609288417e-05,5.6112302973430524e-05,3.550907283378906e-05,5.096105369863736e-05,1.6566977051792615e-05,4.362791082680823e-05,4.427729185250006e-06
epc.us,4.120306838590629e-05,5.3685046858943326e-05,1.392146224839102e-05,1.4843943158992519e-05,1.7961792914464823e-05,1.7118868635100647e-05,6.911478027955213e-05,1.6347684922084104e-05,8.465201354304111e-06,1.174766152713791e-05,2.781885713232061e-05,-1.6321317028759973e-05,1.2059927583782783e-05,8.57025207466624e-06,1.442185007728788e-05,3.659436911634949e-05,1.1294290196268751e-05,-6.096773860173087e-06,7.7372225017248e-06,0.00011545853431717216,1.664954815824773e-05,2.158208674709142e-05,9.393551033928742e-06,1.2053602386412593e-05,5.552179110528951e-06,9.487591989516407e-06,1.3626648880007703e-05,3.546830724980588e-05,5.270289217989521e-06,6.08334756718139e-06,2.540489271395415e-05,1.0355525565500127e-05,1.1261308693358238e-05,2.417189860596118e-06,1.7008353903614012e-05,3.438683406713421e-05,2.3826480930607318e-05,2.0579062491692123e-05,0.00016865931769319582,3.059563791745361e-05,1.4155011072913625e-05,8.77165927230418e-06,4.967111152032095e-06,-1.239155083972526e-06,8.888196360869375e-06,8.503726466038621e-06,1.5038521337631413e-05,1.6779888507014805e-05,2.7736166659906944e-05,8.14521310200054e-06,1.0115018956994195e-05,1.3077094352759313e-05,1.2088781771892094e-05,5.425645763099392e-07,3.210550773762118e-05,5.833564954166117e-07,5.712468854241095e-06,1.4594150805967907e-05,1.2175844423727271e-05,1.7588357379619406e-05,6.05364871127599e-06,2.7262790296100237e-05,3.768421796392757e-05,3.348943401184054e-05,8.709371362514715e-06,4.0157502218677034e-05,1.1716581090741185e-06,3.53726553891369e-05,3.196340424998397e-06,2.0365367439627274e-05,1.3309535110139026e-05,1.8257757512435023e-05,3.347611447585015e-05,1.706274451840737e-05,3.952287758277974e-05,2.9678673879451948e-05,1.8537201964203657e-05,7.710221133882957e-05,3.139321200789094e-05,1.266563060185395e-05,3.254257029050994e-05,1.026339430421722e-05,-1.014647995400529e-06,1.6696106195337382e-05,2.2804559102219604e-05,2.73918258554149e-05,9.363750867023481e-07,1.0171354460220522e-05,2.820304092872497e-05,5.099926299947513e-06,4.11014529948014e-06,1.1728964588891698e-05,3.075621234916447e-05,9.039913899586344e-06,1.1779142919590396e-05,9.102583748011792e-06,3.34758657487131e-05,1.0209343210973202e-05,3.769969937630833e-05,5.450313964870676e-06,1.0629971644435715e-05,9.562594609361942e-06,2.0373580274042975e-05,9.88596147732012e-06,1.1094155060359207e-05,6.714454778089506e-06,1.0045610052289898e-06,1.2020505370810367e-05,1.608039081737717e-05,1.467980167450281e-06,-2.3287718054898846e-06,3.9664743639721475e-05,5.198970583092494e-06,2.805699316606704e-05
farm.us,5.219636539224159e-06,1.0532552782264783e-05,0.00010822399386984238,9.487704846210742e-05,0.0001258930289487201,8.063418761185268e-05,1.8472483675724423e-05,6.679989565503466e-05,7.604384853163806e-05,5.7828878470689776e-05,0.00010354220601630274,0.00010934624619998148,7.488563057536804e-05,3.5710422134078136e-05,6.095456641057797e-05,1.2113712451928026e-05,7.945297487789882e-05,5.634850079496534e-05,4.825786534901923e-05,5.3302927965415446e-05,7.066218495910228e-05,8.903155086172078e-05,4.4071811552658834e-05,3.7436537917057426e-05,3.989408206148861e-05,9.948722373469073e-05,8.747977297989885e-05,6.689797665839746e-06,4.162825885847229e-05,4.151850995923553e-05,6.893427982915644e-05,0.00011896468609846294,3.913031238246073e-05,5.8540326175637944e-05,4.3519818563579665e-05,-1.258855415603375e-05,9.10352857859803e-05,6.129787020018712e-05,3.059563791745361e-05,0.0008596941038516101,0.0002072206769343753,6.972347468374359e-05,0.00012231976673080276,4.851331055464036e-05,5.483521070117987e-05,0.00011779745659816052,8.01470777347488e-05,6.65285644819132e-05,-2.7856831704191794e-07,0.0001670156682676122,8.561954504902575e-05,0.00013527185758988348,5.485394100720743e-05,4.3509885418550686e-05,-1.8254740677345465e-06,4.090626438400683e-06,0.00012941165481459964,8.044588734646453e-05,0.000147968379771031,9.279931528011356e-05,8.417784782451634e-05,9.906070355587564e-07,-9.728007693302556e-07,-1.1175158843853597e-06,5.4889122060481665e-05,5.491515055204982e-06,6.538466106332503e-05,0.00013659613028681967,0.00014576641443515137,8.104851065121133e-05,0.00010350115721801959,0.00011180327938498913,8.747884761520515e-06,0.0001537556034604093,2.8090391407201337e-06,8.028393926511895e-06,8.115894623818313e-05,1.5966263104105616e-05,3.6102070658381424e-06,8.165744281439639e-05,4.689891080130369e-06,4.499195298312688e-05,0.00011444172754179453,0.00010943985466816729,0.00011645708733485225,0.0001573735330108176,5.871373869909203e-05,9.76593574615938e-05,7.897646763416411e-05,0.00015520608820515658,4.208467155150105e-05,0.00011659865202972997,7.79486946763469e-05,9.25142658393218e-05,7.269477894814637e-05,0.00010753462105142368,8.605524928207606e-06,5.567971747801057e-05,6.901435372306349e-06,6.751486725529349e-05,6.971530415939151e-05,5.3413161501379976e-05,0.00018362231737837893,3.9112608578609816e-05,4.569415316278633e-05,9.634378449008293e-05,0.00010441173285912075,0.00011023795359204335,7.41225649723185e-05,4.7402319866247216e-05,0.00011954355611541349,4.071866216705892e-06,8.584057791902318e-05,-5.47710545871818e-06
