,abev.us,adm.us,alco.us,ande.us,apei.us,atge.us,avp.us,bg.us,bgs.us,big.us,bpi.us,brew.us,brfs.us,bti.us,bud.us,cag.us,calm.us,casy.us,ccu.us,ceco.us,cent.us,centa.us,chd.us,cl.us,clx.us,coke.us,core.us,cost.us,cot.us,cpb.us,cresy.us,cvgw.us,deo.us,df.us,dg.us,dltr.us,edu.us,el.us,epc.us,farm.us,fc.us,fdp.us,fizz.us,flo.us,fmx.us,fred.us,ftft.us,ghc.us,gis.us,gpx.us,hain.us,hele.us,hlf.us,hrl.us,hsy.us,iba.us,imkta.us,ingr.us,ipar.us,jbss.us,jjsf.us,k.us,kmb.us,ko.us,kof.us,kr.us,lanc.us,linc.us,lndc.us,lope.us,lrn.us,lway.us,mdlz.us,mgpi.us,mkc.us,mo.us,nus.us,nwl.us,pep.us,pets.us,pg.us,pm.us,ppc.us,psmt.us,rad.us,rev.us,safm.us,sam.us,seed.us,senea.us,sjm.us,sptn.us,stkl.us,stra.us,stz.us,sumr.us,syy.us,tap.us,tgt.us,ths.us,tis.us,tsn.us,tues.us,ul.us,un.us,unfi.us,usna.us,uti.us,uvv.us,vgr.us,vlgea.us,wba.us,wmk.us,wmt.us
k.us,2.682083171467759e-05,3.6290285086951747e-05,1.3306376191242939e-05,-2.142311497167444e-06,3.869764820209346e-06,1.1719587635212635e-05,3.4560190447919135e-05,8.739455429927473e-06,9.669332442473136e-07,7.61399349276553e-06,1.3225420879265307e-05,-8.01158941669152e-06,7.665927454899059e-06,4.50479140919248e-06,5.1811136414115946e-06,3.389354769726646e-05,1.1082604389637494e-05,4.812164656463529e-08,6.038126009616374e-06,3.281902164787954e-05,8.901929067004014e-06,7.162236432277031e-06,1.361767679797911e-06,6.243393812474817e-06,2.0111959793086794e-06,-2.961522848390394e-06,1.4330033726413168e-06,2.5687929165263254e-05,6.992832445993778e-06,9.562995610299108e-06,4.942283100866075e-06,2.0129838272961154e-06,6.3451095878854634e-06,1.0132292038412715e-05,5.996523381105583e-06,2.1687163939292803e-05,1.2958438226122316e-05,7.906348954986887e-06,2.7262790296100237e-05,9.906070355587564e-07,5.585044203726466e-06,4.8743604160458514e-06,1.4235603708426883e-06,1.6669079667540545e-06,3.5235403634522968e-06,8.92526844445933e-07,7.149230944681196e-06,3.4777945455514726e-06,3.8276712180047924e-05,1.3560107090807534e-06,6.966838455227479e-07,3.6024438922663474e-06,6.084051050855414e-06,7.582994260368044e-06,3.109021015291539e-05,4.3965021737374425e-06,-6.061100639541678e-06,8.241159755529922e-06,7.099829660849203e-06,3.2590507575512396e-06,4.020836015443563e-06,6.620433650999561e-05,2.5190947616247865e-05,2.628819050681092e-05,5.366297222251627e-06,2.6838478594174592e-05,-5.517146008117553e-07,1.4854709231640546e-05,7.0014989098878e-07,9.36096759587812e-06,8.065309384383208e-06,7.006572571940139e-06,3.485259449955096e-05,6.092649531792154e-06,3.594419227327864e-05,2.5176238151532224e-05,2.5229209895915816e-06,2.9956502437189112e-05,2.7151449945118898e-05,4.576296403119756e-06,2.3970037884497317e-05,6.472606298140118e-06,2.9218826140646788e-06,-6.453166598168653e-07,1.9696563881493524e-06,4.650217156935932e-06,1.2463352538126867e-06,5.037297781317348e-06,1.0475405927499097e-05,7.465949439942121e-06,6.971897565773022e-06,4.418436999592344e-06,7.123625318881057e-06,1.3943611943994889e-05,4.985795033833818e-06,3.903835094934698e-06,2.5613313583649458e-05,6.066962402147849e-06,2.4421668476416486e-05,1.7968426233756555e-06,-3.6041844479715537e-06,6.978714599846131e-06,9.405377457041211e-06,5.8790181216157785e-06,5.747577903552659e-06,1.1203231039673103e-06,6.234372913812884e-07,3.147447357408003e-06,-4.096956155442954e-07,6.749613799901387e-07,-4.675742792162459e-06,3.0820968283781104e-05,-4.1713350875150935e-06,1.975222701663983e-05
kmb.us,3.1394313828066505e-05,3.3827884405650555e-05,-2.008009228596176e-06,-7.400455978863052e-07,4.573793279678945e-07,4.695446840436051e-06,3.8671032394247e-05,4.823613920860862e-06,-2.1044555088260713e-06,2.2419207789682267e-06,1.1114635578403806e-05,-1.0966838267399952e-05,2.526908537323881e-06,2.9752009276793386e-06,4.93620712413194e-06,2.6690971475275092e-05,6.125095959492778e-06,-3.23243720390095e-06,4.781640914807955e-06,3.721686168624015e-05,5.625162003990678e-06,7.6978543436134e-06,3.6178421731652963e-06,6.203025963158148e-06,3.091449733630655e-06,-1.899960604444991e-06,-5.104124525882495e-06,2.909916847978075e-05,5.509604423887419e-06,6.075498465231459e-06,6.854019421321764e-06,-1.5711691360686628e-06,3.986857618984313e-06,3.6157604276526693e-06,2.5998730136006426e-06,2.093864947844858e-05,1.0700515274874388e-05,1.0446871174227454e-05,3.768421796392757e-05,-9.728007693302556e-07,-4.564543127173987e-06,-1.2942984232291734e-06,-1.0821737695174637e-06,-6.731623676318653e-07,4.3453599828734034e-06,-6.308932109520917e-07,7.549324170815415e-06,-4.999679531684714e-07,2.809603041592238e-05,-5.173797334795044e-06,5.666287154992414e-06,-4.399373962704444e-06,2.1380742093601053e-06,2.8557543548647076e-06,2.708715670483085e-05,3.947947233560197e-06,5.432644892612604e-07,3.43489356001885e-06,3.1927273960207546e-06,1.1108297725418148e-06,-2.3457231253790457e-06,2.5190947616247865e-05,5.677941964613099e-05,2.6907293109424107e-05,3.1270791413316957e-06,2.2617625035257242e-05,-2.2537164523747138e-07,7.63763521179093e-06,-7.06809374309936e-06,4.931858418851511e-06,-2.7766297227423514e-06,-2.1477132123175445e-06,2.7793901633943474e-05,-2.3763491263261074e-06,3.0741503004199025e-05,2.653980779679914e-05,1.4041484736818993e-05,3.446092533309049e-05,2.564021225585479e-05,2.785326630005826e-06,2.841182542639874e-05,3.5177375132753118e-06,6.557320956230573e-07,1.8550455395167049e-06,2.3940161237738904e-06,2.0906988920809894e-06,-1.6161026167097732e-06,7.144999053944928e-06,1.0058515146381484e-05,-4.375468946086724e-06,3.989251285509315e-06,2.491742683773395e-06,1.0399317579957786e-05,3.5856776935388274e-06,1.6466566903053836e-06,4.858521288786204e-08,2.435189559108818e-05,2.3411194246561314e-07,2.1947269975291463e-05,8.252504661304745e-07,-1.4647044459390985e-06,1.672853512287955e-06,1.7078906412009603e-06,4.6730080870541375e-06,3.8599207362069555e-06,-2.082659581564439e-06,-5.276074717869745e-06,-2.346614184707055e-06,2.7895201832813194e-07,-7.249928297767731e-07,-7.689703177421178e-06,2.908319481502037e-05,-9.003620754627326e-07,2.332518842468328e-05
ko.us,3.181196841001195e-05,3.908126439166852e-05,-1.3132961373484889e-06,-2.1041666006875532e-06,1.156936887504518e-06,9.819709575043e-06,3.450742721619523e-05,8.18081286438502e-06,4.545963198142573e-08,2.6267042578279936e-06,1.3351766103835358e-05,-1.875520629599661e-05,5.4715942466343395e-06,4.226655793191264e-06,5.100290608945158e-06,2.5273089277791455e-05,6.0056733776098555e-06,1.6830770536286904e-06,4.625265301358878e-06,3.8884245948778503e-05,1.6082277089866327e-06,-4.293127861349592e-06,-1.060554677657082e-06,4.771997739867002e-06,4.128322244289475e-09,2.8493488781799725e-06,8.842762420995081e-07,2.92689952376238e-05,5.088692679098972e-06,5.257881090539565e-06,1.0171684110194642e-05,4.4763289914762575e-06,7.238366794209253e-06,6.663582792752883e-06,6.310423000845608e-06,2.2664202416464587e-05,1.9105559182610342e-05,6.485543917989976e-06,3.348943401184054e-05,-1.1175158843853597e-06,-1.0210127949292206e-06,1.1757009148957877e-06,-2.822139498837784e-06,4.060504772908097e-06,3.86450204243419e-06,-5.838591158819871e-07,1.4445188699423659e-05,-7.927446726370732e-07,2.696031572033202e-05,1.063709112048206e-07,-2.1449787106537848e-06,-6.807233378692055e-07,1.4097942251659209e-05,3.1847078507149374e-06,2.767113487418834e-05,5.307535169645771e-07,-2.500993835309511e-06,6.3064011795392835e-06,6.232754842450839e-06,7.53831687712651e-06,7.545179904862195e-07,2.628819050681092e-05,2.6907293109424107e-05,6.255641054717589e-05,6.850188749326034e-06,2.5843456906810797e-05,-7.259027486269148e-07,1.4258405745288438e-05,1.905823864686757e-06,-2.949222688758977e-07,-2.77564590311345e-06,2.526915166023536e-06,3.0790854919801234e-05,8.688118834480735e-06,3.2202583864349807e-05,3.232648899522545e-05,1.7721751249656117e-05,3.5906493453422164e-05,3.418831681964745e-05,7.075621124464467e-06,2.6426682382012675e-05,6.925565653525176e-06,5.954287918906682e-06,1.8256266239724134e-07,7.580882628892629e-07,1.1264607518667689e-05,-2.7173624250291854e-06,6.062987428637733e-06,9.35911040581839e-06,-2.0989137480914735e-06,2.8780994398717407e-06,3.7240217761733983e-07,1.270576268797138e-05,8.146802145915862e-06,-3.8370624412639825e-07,1.2062245240239326e-05,2.664754814724104e-05,6.843527359613916e-06,2.4182429399875306e-05,4.98810380813017e-06,4.879142101538789e-06,1.9647495892677727e-06,-1.3922418604296719e-06,4.867085939633818e-06,4.942986907453297e-06,-2.630820833854436e-06,3.637323823187673e-07,1.5719578061899554e-06,-3.011904697244464e-06,-2.2907775526216278e-06,-5.253643288290393e-06,3.1442729412216345e-05,-1.215488456557766e-06,2.420952320467033e-05
kof.us,1.6334224041256745e-05,1.0569488852123512e-05,5.347161033330257e-05,4.906154916439088e-05,4.6949048483427404e-05,3.5621658780471875e-05,1.6311334200197054e-06,4.83238251388852e-05,4.6141365354607656e-05,3.788998827564809e-05,5.350641515885775e-05,5.924376047556743e-05,6.743913980285639e-05,4.104501789207828e-05,4.713478034045679e-05,2.932571528169477e-06,3.8078761372947684e-05,3.781676004139876e-05,4.9409930585795774e-05,1.4696808459977796e-05,5.570296077508815e-05,7.853104590756583e-05,3.9137189503883365e-05,3.1764563933348135e-05,2.9877866287011586e-05,4.7576534000861e-05,3.7582799233401195e-05,2.0209825841522992e-07,4.451538114538084e-05,3.3065181508525525e-05,6.125641707382609e-05,5.3871941331046314e-05,3.955523810510021e-05,4.212836914237699e-05,2.8697061288144864e-05,6.00849949458469e-06,5.065157636765071e-05,5.993660359187088e-05,8.709371362514715e-06,5.4889122060481665e-05,6.0590004218876504e-05,4.8665465548621615e-05,6.507877376399514e-05,3.7739726111279324e-05,0.00012072569275218318,5.876570871480366e-05,2.908150989785564e-05,3.1167445373234306e-05,8.288254248172052e-06,6.112795749320689e-05,6.638639710345079e-05,7.219466897001051e-05,7.285340050909295e-05,4.0606967651365506e-05,7.459471194367147e-06,3.820646630966835e-05,6.115709698575063e-05,6.200712345674995e-05,7.459717856516402e-05,3.695543629421306e-05,5.023542879166287e-05,5.366297222251627e-06,3.1270791413316957e-06,6.850188749326034e-06,0.000252005457895084,8.155996075403761e-06,4.3858713216190363e-05,4.373154046513895e-05,7.167846443137114e-05,3.810661480558406e-05,4.8852365112351335e-05,4.2329039813264075e-05,6.22351130430155e-06,5.5519944201313755e-05,5.824626164289471e-06,6.90826070409526e-06,6.884985089723108e-05,1.1525196393290794e-05,7.624949603584975e-06,4.382991101912186e-05,3.056943804157734e-06,4.027931261042163e-05,8.025627611741258e-05,4.3558209837829545e-05,6.0542064065809147e-05,8.895978457227341e-05,3.885170152907023e-05,4.557199555245188e-05,5.163579145115265e-05,7.437493640781483e-05,3.50987029772866e-05,4.954080461986647e-05,5.039031586976773e-05,5.799367352205227e-05,6.17702908537439e-05,4.081839741547879e-05,6.939101209262971e-06,4.996952079577663e-05,5.124990351453175e-06,3.756241481934721e-05,2.7080325890871667e-05,4.791586241910612e-05,6.649261700118572e-05,3.815432028872215e-05,4.034773771240064e-05,5.681420446181761e-05,6.320509649890436e-05,4.786203782185383e-05,4.4938838915330794e-05,3.6864905417390684e-05,5.4712991126818564e-05,1.5623833608899525e-05,3.6014724074581785e-05,5.84952671978881e-07
kr.us,2.9903522181613533e-05,4.1227622608135875e-05,9.427353062339523e-06,-1.6801268529541553e-06,4.822559068347323e-06,1.271651429828973e-05,4.600562155740151e-05,1.3473656657313538e-05,5.797233116001534e-06,4.3471834630495865e-06,1.3873106230494528e-05,-1.059236575215307e-05,6.450849682418688e-06,6.675262784010863e-06,6.479294912874771e-06,2.9090433753017483e-05,6.191713759983783e-06,-1.0668688302165244e-06,9.870512403547161e-06,7.363860894857844e-05,4.692000049302484e-06,7.616070564840306e-07,-1.0890956861012286e-06,5.5080871720169384e-06,1.8844706483511862e-06,7.71559183301668e-08,-9.865592226664727e-07,3.410978778784747e-05,5.139805504725823e-06,5.99704032906001e-06,1.3924525822664353e-05,2.5181533492268134e-06,8.293903973069171e-06,5.49603116364347e-06,7.579120041094664e-06,2.8188763339391823e-05,1.318723922920309e-05,1.2161647885444578e-05,4.0157502218677034e-05,5.491515055204982e-06,-2.9264916012565256e-07,1.447041159776559e-06,-8.298259939487065e-06,7.327461192155428e-08,6.553826267130932e-06,2.6552761956825536e-07,4.086505858864127e-06,4.691703643788126e-07,2.5908113109624836e-05,1.5989227677947303e-07,3.234041795803642e-07,6.137744906892685e-06,5.544410962381926e-06,4.5515937495235695e-06,2.3811824412525344e-05,-5.058831205129715e-06,3.872418291019567e-06,8.550299490604357e-06,1.1215050026611314e-05,8.798843805461807e-06,2.6504877236478213e-06,2.6838478594174592e-05,2.2617625035257242e-05,2.5843456906810797e-05,8.155996075403761e-06,0.00011030176615911407,3.861074895003559e-06,2.0854738916103235e-05,5.703713041094906e-06,2.1888589424313196e-06,8.651109791711896e-06,3.950214035582686e-06,3.059693500661759e-05,-1.6387227105609407e-07,2.864526635286113e-05,2.7007159049273227e-05,5.695101617051385e-06,4.744796085200032e-05,2.382195808752779e-05,1.3608405785751654e-05,2.386497933479901e-05,5.228018160642031e-06,2.0876328305722206e-05,-4.4708467339720134e-07,-5.917836300070384e-06,1.6309320755285646e-05,3.933719812104376e-06,8.117673074330133e-06,1.4652426073381968e-05,-5.712241152286806e-06,4.654973669198299e-06,9.706350866621601e-06,1.0828533446047093e-05,1.5064451687082331e-05,1.0692009572354508e-05,-3.5750455510384924e-06,3.246221558220795e-05,1.1231841009375427e-05,2.938042556980071e-05,5.757180331963058e-07,8.342079247781462e-06,6.823189336887587e-06,6.303094794840898e-07,6.304448982432906e-06,5.952376537243985e-06,3.074422034223613e-06,4.435426177155645e-06,8.872399819238429e-07,8.670289066560136e-06,-7.777413948878679e-08,2.764934877285674e-06,4.586993136420951e-05,2.4244572637185913e-06,2.538790179513468e-05
lanc.us,-2.5095561243521096e-06,-5.458751623423758e-06,6.381194221440547e-05,6.379091934203621e-05,4.985480732918844e-05,6.27877452739557e-05,9.413096753011209e-07,4.4538760891251386e-05,6.630412787189464e-05,4.978842699811072e-05,6.51360840118433e-05,6.677627792283608e-05,4.395039937200881e-05,3.1483711071339305e-05,3.997963798849565e-05,2.9121885014398184e-06,5.7797222025311496e-05,6.144894110735413e-05,2.4107682191244136e-05,-2.3579860996715518e-07,5.22155401427609e-05,7.317860267747795e-05,4.345193622071625e-05,3.453341006882726e-05,3.0282277931079944e-05,5.457219306671455e-05,6.310795571182094e-05,-5.918775541977916e-07,3.580396586727778e-05,3.318469551790591e-05,4.7013659963474805e-05,7.823092356082482e-05,3.284443459388684e-05,6.031613809663213e-05,3.486225623382874e-05,8.168687117481489e-06,4.735293898855142e-05,5.398561209977255e-05,1.1716581090741185e-06,6.538466106332503e-05,0.00011138307087469347,6.392025119142345e-05,7.140189095417036e-05,5.378365981435843e-05,4.334066420710659e-05,7.11027962048919e-05,4.100905123438251e-05,4.893414723760143e-05,2.507891913573312e-06,8.820333215520735e-05,7.67997507352824e-05,8.365405454718232e-05,5.901360522263717e-05,4.43888109925247e-05,-3.539878852798661e-07,1.547394243472287e-05,7.427589598802716e-05,5.947913967038585e-05,8.788915349492662e-05,4.668522996213491e-05,7.557886961549088e-05,-5.517146008117553e-07,-2.2537164523747138e-07,-7.259027486269148e-07,4.3858713216190363e-05,3.861074895003559e-06,0.00015038698439817327,7.549973892200689e-05,9.227527051775593e-05,6.12635014558286e-05,7.072913219843482e-05,7.415305105438761e-05,-1.5036223007867372e-06,7.091669948103456e-05,2.3680145229303344e-06,-3.157948249658349e-06,6.683808162517464e-05,-1.2101969369287439e-06,-1.5127671202548657e-06,6.125024181827619e-05,-7.461680044575839e-07,2.8461153715007097e-05,0.00011726382373610495,6.705367626547497e-05,6.471708018146123e-05,9.85410864804039e-05,5.8728822196265814e-05,5.623564111310984e-05,5.724447059823942e-05,8.493671140442769e-05,3.9012298489002624e-05,7.822387958007773e-05,4.4117949409209823e-05,7.480372520982857e-05,5.8514693496949024e-05,6.697756289848903e-05,1.7320459519141936e-06,4.170853565740428e-05,-3.360535376100636e-06,6.808879375187653e-05,3.843565992079972e-05,5.8739923715686516e-05,0.00010574717849778536,3.297281920013593e-05,3.4836876403578686e-05,7.319523300155167e-05,7.935392329470549e-05,8.257209210616394e-05,6.610465689334014e-05,3.812476453669693e-05,6.930014311774121e-05,5.916131440857145e-06,5.5817356515184736e-05,-2.4962749904706647e-06
linc.us,1.2644999758222741e-05,1.7760298745980475e-05,0.00010859882916878839,9.156484643859155e-05,0.00020397871579086213,0.00018619357092888275,3.4421925792711354e-05,7.80573435988854e-05,7.812141036091981e-05,9.485294560739425e-05,0.00021991207304528502,8.609327481481591e-05,7.202607339509727e-05,3.6224257448332364e-05,5.602089207817912e-05,2.3794631345561462e-05,7.600666358230246e-05,8.12506283336045e-05,5.3752139749717e-05,8.598727917365388e-05,9.745656768831995e-05,0.00015911613530762405,3.24544862293642e-05,3.4179775125238e-05,4.0413487125352995e-05,8.030290834424217e-05,0.00011261094469383798,1.3600227751069164e-05,6.748329017580819e-05,3.6758597850780176e-05,0.00010980221478315005,0.00011247915364389762,4.074935945775788e-05,6.871403150262319e-05,2.880107153872176e-05,1.1915350598027085e-05,0.00011179250634755323,6.336412701910378e-05,3.53726553891369e-05,0.00013659613028681967,0.00016818245348029442,7.362516176543814e-05,9.464646658014381e-05,3.832864620977726e-05,5.324306488723179e-05,0.0001385822184578684,6.13224994199954e-05,0.00010270561205547499,1.2302554668106618e-05,0.0001579371722386438,7.881048469056386e-05,0.00014032981333893837,2.991352198664326e-05,4.467023835625535e-05,8.774779879745951e-06,2.1381398414227656e-05,0.00012694462967616327,7.37729578457647e-05,0.0001358144780787067,7.857123006968511e-05,8.314333787110962e-05,1.4854709231640546e-05,7.63763521179093e-06,1.4258405745288438e-05,4.373154046513895e-05,2.0854738916103235e-05,7.549973892200689e-05,0.0009313615998768111,0.00015445955413737668,0.00018989422668304052,0.00016266798369973557,8.721236540504925e-05,2.1152610182105177e-05,0.00014351243453252782,2.3467014940092167e-05,1.1247427083598847e-05,9.007476465345822e-05,3.5946852608619277e-05,1.0086140565932998e-05,0.00010742008261970287,1.2536035558896514e-05,2.8586635320022787e-05,0.00014794929356765248,9.641231976510561e-05,0.0001586367720179776,0.00014635946626952902,6.162186205428662e-05,5.2970551118709536e-05,0.00014026322221653002,0.0001591380342257556,3.425625430672992e-05,0.00012065090179173317,0.00010378085533271613,0.000247568290813796,8.379547564352854e-05,9.397207223601848e-05,2.2279898850290495e-05,7.138318806464935e-05,1.9083207797154057e-05,5.900443269304556e-05,6.835631911053604e-05,6.997880920218918e-05,0.00019306188092696122,3.689986926353327e-05,3.9363985442898685e-05,0.00010452446390024422,8.676848488425182e-05,0.0002078422404661734,0.00010151757028336533,4.089970205203689e-05,0.00010719138101484603,2.304327438218029e-05,7.824503614843351e-05,3.7541108434688876e-06
lndc.us,1.5960597108472149e-06,5.004628050613584e-06,0.000131393034841303,0.00011998221443312835,0.00011996393946466923,8.275271197747483e-05,-1.3394362095934971e-06,6.974263100091441e-05,0.00010597081411990486,9.109977118281138e-05,0.00012098536486889349,0.00011036702548628735,6.827081707193051e-05,4.690587080709152e-05,6.0611661783544834e-05,2.9688822581949966e-06,7.665903404935657e-05,8.843074089944758e-05,3.8651092454223164e-05,5.641424594707499e-06,0.00013084182175012433,0.0001733234020495572,4.623874097159704e-05,3.245612509889957e-05,3.843801214830071e-05,0.00010628305658162807,9.947848390548286e-05,-1.2170952897388167e-07,5.944642984697693e-05,2.8504832951952123e-05,8.351276575619657e-05,0.00010682002104966307,5.426619437558023e-05,8.038798882663646e-05,5.574655752784633e-05,1.2721630215157381e-06,0.0001136401683864271,7.182086632358214e-05,3.196340424998397e-06,0.00014576641443515137,0.00019106074958659,9.236100953662429e-05,0.00011238040751276906,4.4148411491061824e-05,7.357581948693206e-05,0.00012903999031678654,8.184123157313377e-05,7.641751978452133e-05,1.3802239771865859e-06,0.00015545238517528564,8.173196882050904e-05,0.0001680157551827103,7.320667694193103e-05,5.334399685947291e-05,-2.397071994643513e-06,3.577261343878086e-05,0.000147311748027734,7.228216540149978e-05,0.0001599295731970716,6.355358047325424e-05,0.00010084594577184707,7.0014989098878e-07,-7.06809374309936e-06,1.905823864686757e-06,7.167846443137114e-05,5.703713041094906e-06,9.227527051775593e-05,0.00015445955413737668,0.0005103344948190794,0.00010433995920154761,0.00014772827867900397,0.00011996481354338264,4.480006378956016e-06,0.00015138040785874412,-3.1851584043265082e-06,-5.530641589592319e-07,8.149562987385662e-05,7.387943895787386e-06,5.239960419223099e-06,0.00010560408788303252,-2.622437801461076e-07,3.726682021788644e-05,0.00015264427323634025,9.742797755134199e-05,0.00011067272530490256,0.00015449743585238334,5.285269215791119e-05,9.17167333745558e-05,0.00014002053995412392,0.00014734962835090087,3.9957454427608496e-05,0.0001469046272568687,6.944702527388989e-05,0.00012074132060804082,7.920263140416648e-05,0.00010753248905872803,6.955030365453466e-06,5.9720097693584495e-05,8.516789994434491e-06,7.741597114944954e-05,6.757209518751917e-05,6.815240072140343e-05,0.00018633734594059286,4.606746105260744e-05,4.8517475859562485e-05,0.0001103984786587297,0.0001055673454808617,0.00015857629256878325,8.63771297890568e-05,5.967867827952119e-05,0.00014124152300528593,3.3941197423545863e-06,9.726270077140144e-05,-1.0150110805658127e-06
lope.us,9.771255764112053e-06,8.632335771452248e-06,7.648717253681496e-05,8.410827088962417e-05,0.00017577981924041502,0.00015044122884482774,1.5047143405870758e-05,5.362447535983125e-05,5.846826698751289e-05,7.308197200032914e-05,0.0001982844337150884,7.343612018431006e-05,5.2956543862608824e-05,3.1358212316872674e-05,4.030606466931829e-05,1.734144761126861e-05,6.869769093154487e-05,6.46103590798844e-05,1.3067765260280804e-05,6.20970274790119e-05,5.613962818234549e-05,9.775287931453733e-05,3.305394999255108e-05,2.306222350633314e-05,2.5173366433812476e-05,5.7436268619325056e-05,7.812107365451292e-05,2.8220590432496408e-06,3.657944040380887e-05,1.9356174765131724e-05,4.97665854070785e-05,8.026700182701858e-05,3.2502906219953904e-05,5.413631690648252e-05,4.494572130231322e-05,1.5925186744301996e-05,0.00012674705995186953,5.561596708175436e-05,2.0365367439627274e-05,8.104851065121133e-05,0.00010976487411045635,5.3742063988567234e-05,6.487715262553955e-05,4.164338352745971e-05,4.9929759232538976e-05,9.396684300768047e-05,4.977853270315437e-05,8.137717055391815e-05,1.0134345988126482e-05,9.212198123226782e-05,6.852473528375506e-05,0.00010521724479259515,6.58903552551441e-05,3.7485227195904753e-05,1.5939067486556304e-06,1.0121873397103947e-05,7.067651444126362e-05,6.167116649961253e-05,9.6994878271769e-05,7.400438178032215e-05,7.16164011368896e-05,9.36096759587812e-06,4.931858418851511e-06,-2.949222688758977e-07,3.810661480558406e-05,2.1888589424313196e-06,6.12635014558286e-05,0.00018989422668304052,0.00010433995920154761,0.00037659950972197993,0.00014846919903718965,7.779226234842437e-05,6.358339820580919e-06,7.010246225277779e-05,4.666785693631019e-06,2.014509535345842e-06,6.3545432130392e-05,2.1030064206057555e-05,2.177714005785033e-06,6.995182895269193e-05,4.272720892211481e-06,2.5462838657757638e-05,0.0001195646431921506,8.848995847771926e-05,0.00011016118087537603,0.00010099250948731808,5.194437692361928e-05,6.288358335708787e-05,8.302028604398523e-05,9.296043397769841e-05,3.048318840155849e-05,7.988301632431475e-05,6.65763430138662e-05,0.0001720541722054102,5.892205721572871e-05,0.00010219264947219387,7.096989321290509e-06,4.3760926017968856e-05,1.497480822264416e-05,4.8496673674168795e-05,5.437803549480684e-05,5.704074378984046e-05,0.00014649825808282465,3.106968484557003e-05,3.2666434877408656e-05,8.75644813271708e-05,8.358475462376458e-05,0.0001328885146599414,8.326361675989301e-05,4.0038936970621375e-05,6.392789329792418e-05,1.3657896917245054e-05,5.3441032017211025e-05,-2.0093595275568247e-06
lrn.us,1.0336359815301268e-05,1.8335268916337146e-06,0.00010039335241429137,9.864311423375554e-05,0.0001498399324347191,0.00012304326139718749,2.393049132474321e-05,4.733366877745316e-05,7.091375886216201e-05,8.936817547101531e-05,0.00018901493802854315,8.704846096480718e-05,7.553146323563853e-05,3.749419639344533e-05,4.956676728694035e-05,1.4417024954133594e-05,7.626544710666513e-05,7.168726054077794e-05,4.009565932548744e-05,3.255841429119875e-05,6.555760455153018e-05,0.00011334647894498001,3.672133706738095e-05,2.614621603144541e-05,3.949384949949338e-05,6.78006696658369e-05,7.612948537032123e-05,9.622659952485156e-06,6.830560568106451e-05,2.3243903480085628e-05,7.292615381906676e-05,9.671878023528166e-05,4.714996020524974e-05,6.962098007420127e-05,6.149157533468878e-05,1.4885273566613778e-05,0.0001569011429215768,7.655754456879233e-05,1.3309535110139026e-05,0.00010350115721801959,0.00014134032615992887,7.151444646795246e-05,7.391627785067251e-05,4.9635246388853264e-05,5.477295413771109e-05,0.00011343819897705562,2.6049305922942534e-05,7.923117585568586e-05,1.2728088929171833e-05,0.0001359012115924094,0.00010335444256117263,0.00013261808525775868,0.0001288247678263095,4.118402781871121e-05,2.284594365312336e-06,8.936525602135273e-06,0.00012451676431320346,7.261251025852104e-05,0.0001631508321705585,8.263975732662381e-05,7.722635892491383e-05,8.065309384383208e-06,-2.7766297227423514e-06,-2.77564590311345e-06,4.8852365112351335e-05,8.651109791711896e-06,7.072913219843482e-05,0.00016266798369973557,0.00014772827867900397,0.00014846919903718965,0.0006662526696422517,8.736289217695969e-05,9.019479550771613e-06,0.00011288958898512763,1.3884947729221562e-05,1.932705084193865e-06,9.840908884877476e-05,3.6754300291286155e-05,2.438224420231173e-06,9.724425853935917e-05,1.6663270768319532e-06,3.2216409005432934e-05,0.00014689858115185964,0.00010599831822210937,0.00015458510273953912,0.00012689333318639717,6.275487606397485e-05,8.190320758033433e-05,0.00010861412039106223,0.00011629739081838034,3.6408220517618706e-05,0.00010344578493997059,6.398109287263658e-05,0.00015969995040156871,7.47425515900109e-05,9.071678030314922e-05,9.740391805090386e-06,4.6123105094766316e-05,1.3033515132932533e-05,6.158000709607154e-05,5.87500497880503e-05,5.06824323660701e-05,0.00016597096215530875,4.678924928134034e-05,4.862124200730727e-05,0.00011142483136980726,0.00011019191438000825,0.00015022101415774136,7.939006262498568e-05,4.651022674417299e-05,6.50950356829491e-05,1.0643447206689079e-05,5.77488013476095e-05,3.00282388794107e-08
