,a.us,abc.us,abio.us,abt.us,acad.us,acer.us,acet.us,achn.us,achv.us,acor.us,adxs.us,aezs.us,agen.us,agn.us,akrx.us,albo.us,algn.us,alks.us,alny.us,alt.us,alxn.us,amag.us,amed.us,amgn.us,amn.us,ango.us,anik.us,anip.us,antm.us,aray.us,arql.us,arry.us,atec.us,athx.us,atrc.us,atrs.us,avdl.us,azn.us,baby.us,bax.us,bcrx.us,bdsi.us,bdx.us,beat.us,biib.us,bio.us,biol.us,bios.us,bkd.us,bmy.us,brkr.us,bsx.us,btx.us,cah.us,cbio.us,cbli.us,cbm.us,celg.us,cers.us,cgen.us,che.us,ci.us,clbs.us,cldx.us,clsn.us,cmd.us,cnc.us,cnmd.us,coo.us,cort.us,cprx.us,cris.us,crl.us,cry.us,csii.us,csu.us,ctso.us,cur.us,cutr.us,cvm.us,cvs.us,cycc.us,cyh.us,cytk.us,cytr.us,cytx.us,dgx.us,dhr.us,drrx.us,dva.us,dxcm.us,ebs.us,elgx.us,endp.us,ensg.us,enz.us,ew.us,exel.us,fms.us,fold.us,fve.us,gen.us,gern.us,ghdx.us,gild.us,gsk.us,gtxi.us,hae.us,halo.us,hbio.us,heb.us,holx.us,hrc.us,hsic.us,hum.us,iart.us,iclr.us,icui.us,idxx.us,ilmn.us,imgn.us,immu.us,incy.us,infi.us,ino.us,isr.us,isrg.us,itgr.us,ivc.us,jnj.us,kool.us,lci.us,lgnd.us,lh.us,lhcg.us,lly.us,lmnx.us,lxrx.us,masi.us,mck.us,md.us,mdgl.us,mdt.us,mgln.us,mmsi.us,mnta.us,moh.us,mrk.us,mtd.us,mtem.us,mygn.us,myl.us,nbix.us,nby.us,neog.us,nhc.us,nuva.us,nvax.us,nvln.us,nvo.us,nvs.us,nxtm.us,nymx.us,ofix.us,omer.us,omi.us,opk.us,pbh.us,pdco.us,pdli.us,pfe.us,phg.us,pki.us,plx.us,podd.us,pran.us,prgo.us,prsc.us,psti.us,ptie.us,qdel.us,qgen.us,rdnt.us,rdy.us,regn.us,rgen.us,rigl.us,rmd.us,rmti.us,rnn.us,rtix.us,sem.us,sgmo.us,snn.us,snoa.us,sny.us,sppi.us,srdx.us,srpt.us,sskn.us,staa.us,ste.us,sva.us,svra.us,syk.us,syn.us,tech.us,tenx.us,teva.us,tfx.us,thc.us,tmo.us,trib.us,ttnp.us,tvty.us,uhs.us,unh.us,usph.us,uthr.us,var.us,vcel.us,veru.us,vicl.us,vivo.us,wat.us,wcg.us,wst.us,xoma.us,xray.us,zbh.us,ziop.us
a.us,0.0002685935767648142,7.50682785543468e-05,2.8076651990825854e-05,5.6253219838453185e-05,5.783790969905195e-05,3.761838415311012e-05,1.6037134043028663e-05,4.879592380160146e-06,1.4516962389131169e-05,2.2124719170802192e-05,4.5190829891577224e-05,5.4205743204944134e-05,5.3334928303294173e-05,8.221769445598418e-05,1.5168522658113567e-05,4.630378355528996e-06,2.7427327452069552e-05,3.8525751743649014e-05,3.151561553787821e-05,-9.711986276421123e-06,1.515367772794589e-05,1.4192828686972035e-05,1.2109286461363391e-05,7.294340584782388e-05,2.758233509707533e-05,-3.88565472383102e-06,1.367618955765543e-05,7.205953872128348e-05,9.14284660032944e-05,2.7846120244384685e-05,1.9798226093027268e-05,1.2915981764675269e-05,3.127059400334361e-05,6.910095546666874e-05,1.1813520973730771e-05,2.360504471973805e-05,2.146118787845513e-05,1.1382292694004857e-05,9.720956485435987e-06,6.848525401053222e-05,1.5194200961267896e-05,5.29975085129151e-06,7.346569268633287e-05,3.6959904420917305e-05,9.635997306202228e-05,1.749297999644857e-05,1.611055529062216e-05,3.077860672691855e-05,5.655994326701412e-05,4.7727812068175764e-05,4.433213288641621e-05,0.00011833547399758097,0.0001678055422145087,8.159586786476543e-05,1.6909360966109667e-05,-1.6894722437434905e-05,3.2961867160638133e-06,1.2736854686165201e-05,1.748549959280677e-05,4.2121081827433445e-05,9.306507968271105e-06,9.46609153267234e-06,2.1902517351529663e-05,4.0044460739517635e-05,4.246251878828357e-05,9.710335599957526e-06,2.7055550938345402e-05,1.6378547417672578e-05,2.0767263343023573e-06,-2.3768520097400873e-05,3.08994879029279e-05,1.96458873058921e-05,2.4729049228833666e-05,5.2115251686350306e-06,-5.393768968560871e-06,3.2516937232304784e-05,9.507271731757983e-05,3.458745561124941e-05,3.344145969105229e-05,3.132926678805344e-05,1.7222748066375052e-05,8.260003765685332e-05,3.439157913066616e-05,5.714698369404593e-05,4.585008746388653e-05,4.7696964500909145e-05,6.934015240998822e-05,0.0001122343774383579,3.0892157883452605e-06,1.2608501179876732e-05,2.1867478915512478e-05,2.809885437437931e-05,2.8501513119863484e-05,1.0944572072223171e-05,-3.937387220589816e-06,3.445820463004363e-05,-4.781778568669191e-07,4.137195936311332e-05,1.7160464280693828e-05,6.416754511045325e-06,2.0664695107219404e-05,1.6681084125246636e-06,4.691788357171994e-05,1.340331245215814e-05,8.52623344733112e-05,1.4815687209445675e-05,1.7850681293316434e-05,3.809614046687173e-06,3.089637405591282e-05,6.151145636897572e-06,4.8106608050948516e-05,2.5455540264653093e-05,3.223060223141446e-05,9.259984013792426e-05,-4.580518604538407e-06,1.620757553285754e-05,1.5759345833598818e-05,-8.313852423055248e-07,2.5103277664401905e-05,2.7015125349097297e-05,7.778074864542275e-06,1.7801905680940286e-05,5.202743076219979e-05,2.254996267139555e-05,5.012910535270134e-05,7.213754887660162e-05,2.6876349616522336e-05,5.776949962006448e-06,2.2928428853667084e-05,4.816441861817419e-05,5.182013062041708e-05,1.2542968958642936e-05,0.00011704042950323077,1.1035163484296262e-05,2.6170367221219645e-05,5.239439426828196e-05,-9.933288187080393e-06,3.2342159917491246e-05,6.5362733412121125e-06,7.873334253121515e-05,1.656119636419464e-05,2.6105602075323176e-05,8.560153843322454e-05,1.6496200848678637e-05,1.0017051957549588e-05,4.656897481964519e-05,1.5239263174611843e-05,5.8448392594557836e-05,2.7261123282322602e-05,5.99301714437107e-05,1.8575835303003914e-05,2.3871881303178055e-05,-3.6320248098836517e-06,4.616300704974146e-07,1.259740891606334e-05,-1.9033490480423423e-05,3.9556701648338645e-05,4.140021440941306e-05,1.5925047831294007e-05,1.163750098759751e-05,9.036144414206835e-06,1.7248474938604102e-05,3.2400910961789605e-05,2.7666531924473007e-05,3.760109291623974e-05,1.0221993534904964e-05,7.919019468502915e-06,4.119495565682024e-06,9.540790622911173e-05,-4.097026323203878e-06,6.32003411347772e-05,2.453930443828987e-05,0.0001321850909072365,2.7301866573308962e-05,3.5368878584258695e-05,-4.164138846780211e-06,1.4892167476770847e-05,2.975873335139163e-05,2.3788306129420434e-05,-8.879099173726295e-06,1.4751390668896731e-05,2.0712350845868424e-05,2.1140559738788998e-05,1.917582054295023e-05,3.2560673700664605e-05,1.2974747770418936e-05,7.90933577914743e-06,1.738911024218095e-05,3.5856176352425256e-07,9.443591116505118e-05,7.2804070621421594e-06,1.9924208403050697e-05,3.950335485185447e-05,2.0303615327581174e-05,-9.466312635716051e-07,1.2034102683508608e-05,2.9051238667034334e-05,4.169165065903748e-06,4.4580594585766314e-05,2.8406993941374916e-05,-1.9371872629839652e-05,1.747383741320385e-05,5.514368437031006e-05,3.358062639755131e-05,9.562259845875183e-05,-9.187607501278446e-06,6.646655509167999e-06,2.0623857332640707e-05,6.72815609108985e-05,2.2958652543165305e-05,0.00016043454863425878,0.00012512159759957018,1.7566977103559305e-05,4.534865050950621e-05,1.4312754254794299e-05,2.4660606969281888e-05,8.331827094682298e-05,-6.532090311662108e-06,1.7570140732969877e-05,1.8467788903166187e-05,3.508808930233564e-05,1.0522750275128504e-05,1.8263802595241245e-05,1.7607760727390643e-05,0.00013325764820989336,2.7964847791694786e-05,6.394461240138212e-06,0.00016956025745524475,0.0001104646807779255,9.78773007955153e-05,3.24816578749885e-05
abc.us,7.50682785543468e-05,0.0001235498730160179,3.780816315410087e-05,3.468149079704561e-05,2.482118785997598e-05,4.939099007926748e-06,7.93688668764912e-06,1.0375866427904925e-05,4.72117978090345e-06,1.319177744921421e-05,-2.1318818557238017e-06,3.350342950900685e-05,2.961863798823791e-05,5.782321895390251e-05,1.219329465480161e-05,1.2641866296215277e-05,1.3874228529183752e-05,1.9440354947884443e-05,9.810134625256358e-06,-2.1131840764842917e-05,8.608769681283641e-06,2.0872184691779997e-05,1.3967295900876635e-05,4.6503821303232893e-05,1.5018923737805413e-05,2.2801966609063697e-06,6.10699722457408e-06,1.206189585623155e-05,5.0030492113667125e-05,1.6772647269354161e-06,1.3100515517326025e-05,4.677334108383914e-06,2.7106570988617446e-05,2.6429259987340156e-05,1.1512628103333651e-05,1.1626707296322002e-05,2.4272884607262655e-05,5.2794387849955465e-06,1.1703140705806752e-05,4.1006693852124173e-05,5.81303259428414e-06,1.2120043288264333e-05,4.0187084138233476e-05,3.0077400104449504e-05,5.8659962280815234e-05,1.0013139470089719e-05,4.914536636061666e-06,1.041409899619045e-05,1.5298941547919897e-05,3.534109352768298e-05,1.227484562059473e-05,6.036496012438002e-05,7.582807693197746e-05,7.61782625616963e-05,1.1710211549094826e-05,1.1726347452339314e-05,3.2969746992804714e-06,1.1131949707190494e-05,2.2055977761600148e-06,1.5266142760680812e-05,5.878376683032119e-06,2.5330209843458406e-06,1.8524744097367618e-06,4.338895934243587e-06,4.04597945044538e-06,7.857703596843603e-06,1.5337417903001947e-05,6.091854987841761e-06,-4.278274318676995e-06,-1.2802683147790724e-05,1.2470923612778261e-05,7.107539099926759e-06,1.1552983628156267e-05,9.019949000681923e-06,3.274575464186425e-06,2.0166581359163504e-05,3.212966728589715e-05,4.835722929096317e-06,2.4299382300199394e-05,7.241996742412859e-06,5.161806040288376e-06,1.801537250055356e-05,3.542101939396514e-05,3.4464999338173296e-05,9.409102904047819e-06,3.7430860951503164e-05,4.5125881910747364e-05,5.3521803836365056e-05,3.3357143383260215e-07,8.613103274691106e-06,1.8484316702254778e-05,1.7160379699376187e-05,1.0810712402446262e-05,1.269692683273553e-05,1.8142806232332765e-06,1.1158316397085129e-05,-7.217510097151406e-07,2.0173175427967252e-05,7.575979028642896e-06,2.0448428890547868e-05,3.3985094879687647e-06,2.2742933481910985e-05,3.0241396792979513e-05,1.961445537497231e-06,5.105140033130249e-05,6.68383167959013e-06,2.184910784005361e-05,5.736188312460674e-06,8.15404663399099e-06,7.438462729834376e-06,3.067759756619616e-05,1.0804744532714822e-05,1.3863759308905337e-05,5.4750556595129174e-05,4.7259394558203095e-05,1.4764718452034666e-05,2.4290818946093468e-05,2.1582973393379208e-06,3.6502398765562474e-06,9.29897187816339e-06,1.427585135747689e-05,2.7269759194388605e-05,2.9388502067896928e-05,3.3943609364662584e-06,1.8037217751974977e-05,3.0551164151875455e-05,1.415170734068007e-05,-6.336750065931519e-07,8.344804925105119e-06,3.116358490489785e-05,3.8850076210737654e-05,1.1239843357918523e-05,7.979366800441112e-05,1.2652934624735711e-05,1.5377778577774496e-05,3.4275311890052e-05,-3.891189336941726e-06,1.1885954373525169e-05,9.624292393931063e-06,7.030800517077706e-05,1.7002426039570187e-05,1.4085093162086135e-05,4.345077709818035e-05,1.2568449905476248e-05,4.569185187259442e-06,3.1601652707645525e-05,1.023505427193095e-05,4.117706283603545e-05,1.3331848633436108e-05,8.214915876513024e-06,5.5887700318640405e-06,1.241070594727381e-05,1.3533153117574718e-05,-1.5426630962626486e-06,6.672854287523973e-06,-1.718566957688847e-05,2.6419310487987672e-05,2.3019171063125454e-05,7.979202180681686e-06,1.1230177421203986e-05,4.041130047768494e-06,1.917680048335575e-05,6.860323694055471e-06,1.3114150495523548e-05,9.290354794283751e-06,7.316158921307357e-06,8.25504547138954e-06,3.414809972786819e-06,5.448224959099994e-05,3.1821937318650295e-06,3.7837481980931515e-05,8.199512516058602e-06,5.4466946754541054e-05,1.4766924255312733e-05,1.4348212327775845e-05,-7.442050693192865e-07,1.3060664990188815e-05,6.394009778404543e-06,3.2313391638879664e-06,1.8041063610589077e-06,1.354233217143057e-06,1.081604695572991e-05,2.4415589465824326e-05,1.5528941048692697e-05,2.6228277183678764e-05,7.10104508014961e-06,2.3645980440376917e-05,1.101417721156186e-05,2.484268605733605e-06,1.929246217332646e-05,2.2409890943885453e-06,1.1187687990550262e-05,9.09562025208934e-06,7.107133205557173e-06,-1.4848806465365436e-06,5.9029144874487195e-06,1.2793984097628022e-05,1.2317215923544433e-05,2.5432250244468823e-05,5.143702171549163e-06,-1.1713780946708518e-05,9.05915688569033e-06,2.9387724327954503e-05,1.1634948200710234e-05,4.775597265199791e-05,5.00935574615071e-07,4.132498067478053e-06,2.2423299751737878e-05,3.7469987412334415e-05,9.070642548720702e-06,7.541270658430378e-05,5.800398101579856e-05,2.486910015951513e-06,2.4357768829725653e-05,9.266470883664955e-06,2.241609548222125e-05,4.865299928224415e-05,-5.974063567296346e-06,1.0779948870441443e-05,7.545810137998248e-06,2.1846779050867552e-05,-1.0107395404391127e-05,1.3415047616221182e-05,7.544831142865278e-06,5.308859986227857e-05,2.3273841677827453e-05,8.84306452480179e-06,9.619527892599846e-05,5.213277444996342e-05,5.353186656963282e-05,1.596098316354897e-05
abio.us,2.8076651990825854e-05,3.780816315410087e-05,0.004104102325492784,2.7971638795990353e-06,3.20615312976433e-05,0.00017491894859251753,0.00010535310482709766,0.0001437805509416721,5.0715996577335396e-05,8.238096185449188e-05,6.49468693294978e-05,0.00014218517383209934,8.82992834332023e-05,4.041273102703725e-05,7.384663753441442e-05,4.720172335842005e-05,6.297806866379408e-05,0.00013510333612374133,0.00015207038482773185,1.5179211703947392e-05,7.965163604954055e-05,7.90959995787034e-05,7.89042997753209e-05,4.182541178066516e-05,6.298327194838282e-05,4.535207914495722e-05,8.488507261806301e-05,0.00024197220955429307,3.553998073793787e-05,7.735162926430636e-05,0.0001164858324662928,0.00024763744710798273,0.00013560613896803874,0.00017295802988569162,3.999972386295513e-05,0.00014074629421926166,2.9427350638218088e-05,4.584662982218277e-05,5.73780290305033e-05,2.8985795301105402e-05,0.00016506223109616223,5.015156344493596e-05,2.7419793158964657e-05,3.5313647006475684e-05,4.093550186275096e-05,6.20193328638384e-06,-4.665055786296059e-05,2.0296048244782782e-05,7.978483890806482e-05,2.1335873976007706e-05,0.00010618281105198582,4.126370389156887e-05,0.00011717317894837672,1.9500619733935553e-05,0.00010381856353528961,1.9789038200913695e-05,-1.0676714071644963e-05,6.586379177834039e-05,0.000187172151841568,0.00010921930354250943,1.4115145330295068e-05,3.0808010324547776e-05,0.00010118958215491166,0.00016598831763777204,0.00015719975233956487,5.587557967753016e-05,4.952479307324839e-05,3.932483462058097e-05,1.946914126791424e-05,0.00012725903439503774,0.00015066952166252573,0.00013717656545457517,5.521138369570806e-05,5.306684542174545e-05,9.092622105649515e-06,7.605334880995311e-06,5.8669718617360134e-05,0.00021473454855377484,7.072007422608613e-05,0.0001370213858043254,4.274846397155423e-05,0.00022220702919590186,7.68755622257845e-05,0.0001779750832987787,9.510102657435671e-05,0.00014333782770614887,1.6429172516240762e-05,4.4789694883226326e-05,0.00015289519842660106,4.793833394190258e-05,5.68809837118382e-05,6.307354849832991e-05,1.9372259268984493e-05,6.04496484011201e-05,4.850751734835069e-05,0.0002310952496132081,6.772694447268362e-06,0.00017182845965532927,4.999830768337306e-05,0.0002082609680114718,0.00011263025854977799,9.081244857784936e-05,0.00019034299788290858,5.696391914295549e-05,2.2579250538631936e-05,3.5292846918455864e-05,0.00018788510912763832,2.9356791440364147e-05,7.819567640469548e-05,9.465333950556741e-05,0.00011100238810768547,3.424639536673348e-05,3.8158457194674314e-05,3.60495058955242e-05,-0.00020709238559899848,9.970795664561043e-06,3.506037247544467e-05,3.127097540490924e-05,2.0646090897211702e-05,6.571304712346141e-05,0.00015343647980925676,7.040700948913141e-05,0.0001992339899344596,0.00016048284539787195,0.0001789833597627472,0.0001274405528418304,3.602632455819004e-05,4.888446160485886e-05,4.100288645760306e-05,6.145515609755699e-06,1.4196835586269336e-05,3.331292098000621e-05,0.00011036201964617347,3.95833663768548e-05,4.917963097258124e-05,2.2477204085555884e-05,7.720934405773464e-05,0.00022463712199928513,5.654655271091553e-05,2.139628411799955e-05,1.9375679232334863e-05,0.00012956190611324893,1.2987750822298817e-05,5.1824603654595546e-05,5.265857428191601e-05,3.8713534082878604e-05,5.781940760382969e-05,3.364637571880289e-05,4.978999844231769e-05,0.00014859757120177638,6.0922164102268e-05,5.6552744487306774e-05,0.00015732739754428847,-0.00017326368535871555,6.907886820073738e-05,3.7697137670764954e-05,2.2226730266411253e-05,4.402063988087584e-05,-9.330579793785711e-06,1.1309212004263254e-05,3.991775618958088e-05,0.00010704193044622521,6.995386519348679e-05,2.3583453624821426e-05,0.00010874246820654318,3.932478329595982e-05,0.0001056387119708853,6.131454299686247e-05,4.306485586407863e-05,2.335773418787457e-05,2.6703142941472293e-05,7.720111387401498e-05,3.0199115553229007e-05,7.530066381140305e-05,2.900538644030554e-06,6.495017877547213e-05,3.593369078951585e-05,5.217801757515966e-05,0.00012888180751134524,7.974168590662376e-05,4.409876475343953e-05,8.777405443456584e-05,4.886839301652548e-05,7.03969960747368e-06,0.00012182966870704277,7.41702419204826e-05,5.887312990715452e-05,1.6198905435363336e-05,8.144699415871133e-05,7.143815609665912e-05,9.898119854325404e-05,3.413299112364036e-05,0.00021144522287645383,4.576720595407367e-05,7.479953604600453e-05,6.0949647350121365e-05,0.00012279554649520727,4.597083963657926e-05,0.0001904447077691776,5.626262576805209e-06,1.9491328211538765e-05,4.2440458806903555e-05,0.00011302049237903237,-9.715739073032005e-06,1.813626691862325e-05,0.0002882027692429239,4.6310007267713086e-05,7.827437780528449e-06,-9.210666539292068e-06,2.4522896031387186e-05,5.165349827283518e-05,5.060146961127047e-05,4.01859380307369e-06,-5.134528345292349e-05,9.55922329674246e-05,5.113221521138651e-05,2.3916066448692932e-05,6.685770423368875e-05,5.139958812094429e-05,5.582931347488774e-05,0.00011654930332796542,2.1275441634092864e-05,0.00012140476225370797,2.9742862216759328e-05,3.1478176077797795e-05,9.850038585621634e-05,3.444687244167459e-05,0.0002021033440899218,3.082220945179668e-05,2.1547175880724514e-05,9.939259803321677e-05
abt.us,5.6253219838453185e-05,3.468149079704561e-05,2.7971638795990353e-06,8.377920286531569e-05,1.823920293759208e-05,1.4481619292287262e-05,-9.596739010852048e-06,-1.8356707134593592e-05,-5.193308802290532e-07,-6.066193247581228e-06,2.226846333483731e-05,1.2878630565737811e-05,7.3481505970221114e-06,4.093624407819441e-05,-1.5638758800258994e-06,1.1690971900712723e-05,-3.5022597921015306e-06,4.3507712041399824e-06,1.7556590104902743e-06,-3.1145487808133544e-06,4.55767659911153e-06,7.6218542015291915e-06,4.57354844208354e-06,4.5637249446581626e-05,-1.0261623820293936e-05,-2.081862744603427e-06,-3.5899571416661213e-06,1.1710910115182953e-05,3.862970571444275e-05,-6.966323572603823e-07,3.012503773845371e-06,-1.079857354209307e-05,-8.25833347989733e-06,1.3400316049531056e-05,1.0495719110560627e-06,4.38548760141631e-08,1.2312004182792347e-05,5.813284503701279e-06,-4.2837938526503795e-06,3.712041540175832e-05,-7.71853218366e-06,1.2563573037797054e-05,3.456955133240676e-05,1.5848721582252393e-05,5.4196144043906754e-05,6.959640843815741e-06,-2.423751523673072e-06,1.3628993257150187e-05,3.5118859897015026e-06,4.331400281730558e-05,7.831422016074322e-06,5.1032898614109924e-05,5.7287276392925415e-05,3.807860871719888e-05,1.4161454483420935e-06,-8.680678843257047e-06,-4.108862554800916e-06,6.648679904816023e-06,-4.7287942474701434e-06,4.773462800717812e-06,-1.9951521067170478e-06,2.471331987047897e-06,-3.8378765727896815e-06,-1.539146003050568e-05,1.5260219062519558e-05,-8.098645026519049e-06,-5.84472923471926e-06,1.1348747931588041e-06,-3.0848416525232398e-06,-2.7863844446769445e-05,-3.622958668116759e-06,-7.836003790160103e-06,-2.9325732062133033e-06,-2.5104452276533173e-06,-1.0602756621036455e-05,-5.48799684781709e-06,2.2265423338170127e-05,-2.279663812988817e-06,2.32385354465444e-06,1.543326644861121e-05,3.3582386729247495e-06,3.4587039560121834e-05,7.789644153007123e-06,-3.270951855635157e-06,5.812523895579565e-06,5.928142201440777e-06,3.6997870417090677e-05,4.083001272789606e-05,3.551340949287199e-06,2.6085290031459323e-06,4.460380292013367e-06,-6.363516655080526e-06,-6.961497310841109e-06,7.379887719927461e-06,-4.347988684938402e-06,-5.9664085882503656e-06,2.8519326741483395e-06,5.139928691513905e-06,3.3078558063699566e-06,-1.3523314961146172e-06,-1.0752017082622605e-05,-8.126651916380672e-06,8.291752018014081e-07,3.6948841445183355e-06,4.857680300879652e-05,6.0280372304231695e-06,8.222423070995934e-06,-9.7151499157414e-07,-3.630244121170104e-06,-5.600031705878481e-06,3.7580437296719644e-05,2.14379368867252e-06,6.434483385034225e-06,3.770110481843142e-05,0.00011774972429134776,4.910998716186175e-06,7.982345864029788e-06,-4.968621854107207e-06,4.419419844794397e-06,-3.2220648045161648e-06,-2.6503608795629353e-06,3.505190895917797e-07,1.2968870239410532e-05,1.3150443881760808e-05,-1.6399180863747245e-06,4.024798200236454e-05,2.9838083985050124e-06,-5.368368914118311e-06,-1.576897176145538e-06,3.351845840576172e-05,3.5285031027356327e-06,3.883025542250617e-06,5.440747765337241e-05,4.327159442390268e-06,7.169846218558017e-06,3.9663284067221815e-05,-9.828204372765215e-06,-8.304261409649356e-06,-1.334566801445917e-06,3.665734251892593e-05,-8.360997466338583e-08,-7.175691126511299e-06,4.4269426887801705e-05,-1.9621421197126192e-06,-1.185290433073022e-06,2.4057281239573308e-06,-3.2328409932584384e-06,4.124214291912107e-05,2.5284382112564685e-06,-6.071657761363783e-06,6.34205455511918e-06,3.1346224482495047e-06,-7.985162808705879e-06,1.1754211851534802e-05,-5.894654546600753e-07,-1.309850420957597e-05,7.489411847921113e-06,7.648424638367341e-06,-4.327478877892896e-06,7.139664116005624e-06,3.606503083402425e-06,-7.1940470940814134e-06,-6.485584525295816e-07,6.991895548119939e-06,-8.905889305485735e-07,-1.1411968472168098e-06,-3.8349714805464134e-07,-3.3176348551019787e-06,3.976363441207561e-05,1.0989341424369343e-06,3.8586822766798275e-05,6.725894489003098e-06,4.184561668785277e-05,4.717735258024662e-06,-2.6834972676397094e-07,-3.3001976179850827e-06,1.3630724053972348e-06,-7.583898309502348e-07,-6.6105810308544435e-06,-4.647663080299764e-06,-4.096703923888938e-06,2.920850955933984e-06,5.85360600591837e-06,4.442716982992444e-06,6.019381582030429e-06,4.896134485952522e-07,1.512020419733078e-06,3.1821454219616525e-06,-1.2032309930800648e-05,1.856114477441443e-05,-5.343694449221045e-06,8.478995462571427e-06,-6.947912358053984e-06,5.798768749305864e-06,1.391817963142755e-05,5.717950818569777e-06,1.14745619734064e-06,-1.16216042921451e-06,-3.7824707396250096e-06,2.7556974424872068e-05,-1.2653179239875997e-05,2.4986259515195165e-06,1.8083708405811564e-05,5.834214281398581e-06,4.317923641072227e-05,2.472054973544635e-06,4.1709006214685975e-08,2.333408746539905e-06,2.757256063594166e-05,7.117259330627376e-06,5.3204919535057575e-05,4.5583072625405134e-05,3.3961612915174013e-06,2.265982511435595e-08,-3.742934663299729e-06,7.469845044826949e-06,3.965098919268554e-05,-5.829984919755717e-06,5.163761965257827e-07,-6.637707332711719e-07,2.2439607461964316e-05,-1.0145534836689863e-05,5.8998865722443885e-06,-2.496256690320963e-06,4.4653531674297e-05,3.361159461238192e-06,-3.2942331249992927e-06,6.729083880835944e-05,3.89996060132373e-05,4.3947637510955495e-05,1.912574470274126e-05
